CaseMasterID,CrimeNo,CrimeRegisteredDate,PoliceStationID,CrimeMajorHeadID,GravityOffenceID,latitude,longitude,BriefFacts
16576,KSP/SYN/0016576,2022-06-08,18,12,4,13.06291,77.569283,Synthetic communal offences incident recorded for scale validation.
16577,KSP/SYN/0016577,2026-02-20,34,3,3,12.95811,77.607245,Synthetic vehicle theft incident recorded for scale validation.
16578,KSP/SYN/0016578,2022-11-22,85,2,3,12.916924,77.671961,Synthetic property theft incident recorded for scale validation.
16579,KSP/SYN/0016579,2025-08-05,45,12,4,12.841813,77.684451,Synthetic communal offences incident recorded for scale validation.
16580,KSP/SYN/0016580,2022-06-03,16,6,5,12.92592,77.632409,Synthetic murder incident recorded for scale validation.
16581,KSP/SYN/0016581,2024-12-22,15,13,2,12.840989,77.684063,Synthetic missing persons incident recorded for scale validation.
16582,KSP/SYN/0016582,2025-10-19,21,11,3,12.972781,77.710336,Synthetic land disputes incident recorded for scale validation.
16583,KSP/SYN/0016583,2023-11-23,68,10,2,13.018911,77.557994,Synthetic eve teasing incident recorded for scale validation.
16584,KSP/SYN/0016584,2025-09-04,89,4,4,13.020868,77.633587,Synthetic assault & violence incident recorded for scale validation.
16585,KSP/SYN/0016585,2023-04-25,23,8,3,12.984078,77.597354,Synthetic fraud & cheating incident recorded for scale validation.
16586,KSP/SYN/0016586,2025-09-25,34,12,4,12.91416,77.593162,Synthetic communal offences incident recorded for scale validation.
16587,KSP/SYN/0016587,2026-04-27,17,8,3,12.826186,77.658316,Synthetic fraud & cheating incident recorded for scale validation.
16588,KSP/SYN/0016588,2022-05-24,88,5,5,12.930943,77.62641,Synthetic narcotics incident recorded for scale validation.
16589,KSP/SYN/0016589,2026-06-17,15,8,3,12.972644,77.587031,Synthetic fraud & cheating incident recorded for scale validation.
16590,KSP/SYN/0016590,2022-06-20,36,6,5,12.943894,77.634426,Synthetic murder incident recorded for scale validation.
16591,KSP/SYN/0016591,2024-05-21,23,4,4,12.969677,77.649049,Synthetic assault & violence incident recorded for scale validation.
16592,KSP/SYN/0016592,2024-10-24,43,1,4,12.964161,77.607547,Synthetic cyber crime incident recorded for scale validation.
16593,KSP/SYN/0016593,2022-01-28,6,5,5,12.986287,77.57636,Synthetic narcotics incident recorded for scale validation.
16594,KSP/SYN/0016594,2025-06-20,55,15,5,12.972191,77.619728,Synthetic child offences incident recorded for scale validation.
16595,KSP/SYN/0016595,2026-01-24,41,12,4,12.943152,77.647795,Synthetic communal offences incident recorded for scale validation.
16596,KSP/SYN/0016596,2025-09-25,24,11,3,12.935164,77.625063,Synthetic land disputes incident recorded for scale validation.
16597,KSP/SYN/0016597,2024-09-06,57,12,4,13.007501,77.538866,Synthetic communal offences incident recorded for scale validation.
16598,KSP/SYN/0016598,2026-06-15,34,12,4,12.841883,77.689369,Synthetic communal offences incident recorded for scale validation.
16599,KSP/SYN/0016599,2025-10-17,98,8,3,12.914445,77.646873,Synthetic fraud & cheating incident recorded for scale validation.
16600,KSP/SYN/0016600,2022-10-26,23,7,5,12.910348,77.659964,Synthetic robbery & dacoity incident recorded for scale validation.
16601,KSP/SYN/0016601,2026-01-11,62,11,3,12.832021,77.659598,Synthetic land disputes incident recorded for scale validation.
16602,KSP/SYN/0016602,2022-08-24,38,3,3,12.974161,77.606462,Synthetic vehicle theft incident recorded for scale validation.
16603,KSP/SYN/0016603,2024-04-26,99,8,3,13.006575,77.535065,Synthetic fraud & cheating incident recorded for scale validation.
16604,KSP/SYN/0016604,2022-02-20,47,11,3,12.982346,77.601841,Synthetic land disputes incident recorded for scale validation.
16605,KSP/SYN/0016605,2025-08-07,100,13,2,12.903199,77.647986,Synthetic missing persons incident recorded for scale validation.
16606,KSP/SYN/0016606,2024-03-31,87,5,5,12.960601,77.75,Synthetic narcotics incident recorded for scale validation.
16607,KSP/SYN/0016607,2023-09-25,18,9,2,12.986247,77.570334,Synthetic unlawful assembly incident recorded for scale validation.
16608,KSP/SYN/0016608,2025-09-16,16,7,5,12.935126,77.613061,Synthetic robbery & dacoity incident recorded for scale validation.
16609,KSP/SYN/0016609,2022-12-06,11,4,4,12.827204,77.657836,Synthetic assault & violence incident recorded for scale validation.
16610,KSP/SYN/0016610,2022-03-09,20,8,3,12.956942,77.602298,Synthetic fraud & cheating incident recorded for scale validation.
16611,KSP/SYN/0016611,2026-03-18,55,10,2,13.009275,77.600895,Synthetic eve teasing incident recorded for scale validation.
16612,KSP/SYN/0016612,2022-04-25,74,14,3,13.011575,77.528997,Synthetic domestic violence incident recorded for scale validation.
16613,KSP/SYN/0016613,2025-09-08,13,12,4,12.99714,77.573432,Synthetic communal offences incident recorded for scale validation.
16614,KSP/SYN/0016614,2024-09-13,61,13,2,12.818712,77.668958,Synthetic missing persons incident recorded for scale validation.
16615,KSP/SYN/0016615,2022-03-22,47,15,5,12.911987,77.621896,Synthetic child offences incident recorded for scale validation.
16616,KSP/SYN/0016616,2024-11-07,30,13,2,13.023433,77.628261,Synthetic missing persons incident recorded for scale validation.
16617,KSP/SYN/0016617,2022-04-28,74,9,2,13.011562,77.627815,Synthetic unlawful assembly incident recorded for scale validation.
16618,KSP/SYN/0016618,2023-04-11,68,9,2,12.849623,77.670273,Synthetic unlawful assembly incident recorded for scale validation.
16619,KSP/SYN/0016619,2025-07-27,87,3,3,12.899184,77.631094,Synthetic vehicle theft incident recorded for scale validation.
16620,KSP/SYN/0016620,2022-06-09,92,9,2,12.973479,77.551873,Synthetic unlawful assembly incident recorded for scale validation.
16621,KSP/SYN/0016621,2022-12-18,67,13,2,12.998087,77.59777,Synthetic missing persons incident recorded for scale validation.
16622,KSP/SYN/0016622,2023-08-23,3,13,2,12.979627,77.63435,Synthetic missing persons incident recorded for scale validation.
16623,KSP/SYN/0016623,2025-04-03,30,2,3,13.004223,77.543344,Synthetic property theft incident recorded for scale validation.
16624,KSP/SYN/0016624,2025-05-06,90,2,3,13.019034,77.622115,Synthetic property theft incident recorded for scale validation.
16625,KSP/SYN/0016625,2026-02-13,46,10,2,12.951535,77.625446,Synthetic eve teasing incident recorded for scale validation.
16626,KSP/SYN/0016626,2024-02-06,20,10,2,12.908992,77.643121,Synthetic eve teasing incident recorded for scale validation.
16627,KSP/SYN/0016627,2026-06-03,27,10,2,12.961409,77.606166,Synthetic eve teasing incident recorded for scale validation.
16628,KSP/SYN/0016628,2023-05-07,91,9,2,13.040851,77.572746,Synthetic unlawful assembly incident recorded for scale validation.
16629,KSP/SYN/0016629,2024-04-19,62,10,2,12.964545,77.595216,Synthetic eve teasing incident recorded for scale validation.
16630,KSP/SYN/0016630,2025-06-22,18,10,2,12.963051,77.567981,Synthetic eve teasing incident recorded for scale validation.
16631,KSP/SYN/0016631,2023-06-11,92,5,5,12.93806,77.658136,Synthetic narcotics incident recorded for scale validation.
16632,KSP/SYN/0016632,2026-04-24,67,9,2,12.893538,77.621622,Synthetic unlawful assembly incident recorded for scale validation.
16633,KSP/SYN/0016633,2022-12-15,27,9,2,12.989583,77.605346,Synthetic unlawful assembly incident recorded for scale validation.
16634,KSP/SYN/0016634,2022-12-23,60,8,3,12.842931,77.671791,Synthetic fraud & cheating incident recorded for scale validation.
16635,KSP/SYN/0016635,2024-09-02,91,11,3,12.972105,77.745157,Synthetic land disputes incident recorded for scale validation.
16636,KSP/SYN/0016636,2022-04-23,71,11,3,12.988481,77.606025,Synthetic land disputes incident recorded for scale validation.
16637,KSP/SYN/0016637,2026-04-25,76,11,3,12.975773,77.592494,Synthetic land disputes incident recorded for scale validation.
16638,KSP/SYN/0016638,2023-08-02,2,5,5,12.982381,77.631358,Synthetic narcotics incident recorded for scale validation.
16639,KSP/SYN/0016639,2022-01-04,82,1,4,13.024739,77.6211,Synthetic cyber crime incident recorded for scale validation.
16640,KSP/SYN/0016640,2024-04-22,46,1,4,12.900618,77.645545,Synthetic cyber crime incident recorded for scale validation.
16641,KSP/SYN/0016641,2024-09-17,12,13,2,12.858206,77.678877,Synthetic missing persons incident recorded for scale validation.
16642,KSP/SYN/0016642,2023-12-22,13,12,4,12.969732,77.662528,Synthetic communal offences incident recorded for scale validation.
16643,KSP/SYN/0016643,2022-07-09,97,3,3,12.828,77.699161,Synthetic vehicle theft incident recorded for scale validation.
16644,KSP/SYN/0016644,2025-05-15,68,14,3,12.96192,77.636562,Synthetic domestic violence incident recorded for scale validation.
16645,KSP/SYN/0016645,2023-08-28,26,6,5,12.934269,77.597793,Synthetic murder incident recorded for scale validation.
16646,KSP/SYN/0016646,2023-01-22,35,3,3,13.024659,77.619629,Synthetic vehicle theft incident recorded for scale validation.
16647,KSP/SYN/0016647,2023-12-21,7,14,3,12.957066,77.62277,Synthetic domestic violence incident recorded for scale validation.
16648,KSP/SYN/0016648,2023-09-08,31,13,2,12.907546,77.6261,Synthetic missing persons incident recorded for scale validation.
16649,KSP/SYN/0016649,2022-01-25,32,4,4,12.910777,77.672904,Synthetic assault & violence incident recorded for scale validation.
16650,KSP/SYN/0016650,2023-04-17,53,11,3,12.915317,77.623599,Synthetic land disputes incident recorded for scale validation.
16651,KSP/SYN/0016651,2022-11-27,30,10,2,12.921536,77.594281,Synthetic eve teasing incident recorded for scale validation.
16652,KSP/SYN/0016652,2022-03-31,40,8,3,13.00658,77.634179,Synthetic fraud & cheating incident recorded for scale validation.
16653,KSP/SYN/0016653,2025-07-25,29,2,3,12.934814,77.655352,Synthetic property theft incident recorded for scale validation.
16654,KSP/SYN/0016654,2026-04-09,61,10,2,12.825265,77.664518,Synthetic eve teasing incident recorded for scale validation.
16655,KSP/SYN/0016655,2022-12-15,14,10,2,12.833245,77.677725,Synthetic eve teasing incident recorded for scale validation.
16656,KSP/SYN/0016656,2023-05-21,54,11,3,12.976509,77.566631,Synthetic land disputes incident recorded for scale validation.
16657,KSP/SYN/0016657,2025-01-09,17,5,5,13.026975,77.621861,Synthetic narcotics incident recorded for scale validation.
16658,KSP/SYN/0016658,2025-01-09,73,12,4,12.897619,77.662391,Synthetic communal offences incident recorded for scale validation.
16659,KSP/SYN/0016659,2023-12-16,3,1,4,12.987121,77.59177,Synthetic cyber crime incident recorded for scale validation.
16660,KSP/SYN/0016660,2023-02-26,81,15,5,12.955585,77.63937,Synthetic child offences incident recorded for scale validation.
16661,KSP/SYN/0016661,2023-06-10,49,10,2,13.001908,77.640622,Synthetic eve teasing incident recorded for scale validation.
16662,KSP/SYN/0016662,2024-06-14,59,13,2,12.820574,77.672978,Synthetic missing persons incident recorded for scale validation.
16663,KSP/SYN/0016663,2023-06-06,53,14,3,12.941016,77.644522,Synthetic domestic violence incident recorded for scale validation.
16664,KSP/SYN/0016664,2026-06-15,13,12,4,12.95171,77.628558,Synthetic communal offences incident recorded for scale validation.
16665,KSP/SYN/0016665,2022-11-23,49,9,2,12.904031,77.607878,Synthetic unlawful assembly incident recorded for scale validation.
16666,KSP/SYN/0016666,2026-04-16,52,14,3,12.961154,77.742852,Synthetic domestic violence incident recorded for scale validation.
16667,KSP/SYN/0016667,2025-10-08,64,7,5,12.975934,77.607027,Synthetic robbery & dacoity incident recorded for scale validation.
16668,KSP/SYN/0016668,2024-11-03,43,4,4,12.981853,77.589221,Synthetic assault & violence incident recorded for scale validation.
16669,KSP/SYN/0016669,2024-10-16,80,10,2,13.038204,77.542867,Synthetic eve teasing incident recorded for scale validation.
16670,KSP/SYN/0016670,2025-01-02,4,5,5,13.005576,77.560731,Synthetic narcotics incident recorded for scale validation.
16671,KSP/SYN/0016671,2022-07-28,16,7,5,12.978293,77.594548,Synthetic robbery & dacoity incident recorded for scale validation.
16672,KSP/SYN/0016672,2023-07-26,95,12,4,12.999438,77.61918,Synthetic communal offences incident recorded for scale validation.
16673,KSP/SYN/0016673,2025-08-23,24,9,2,13.019185,77.646195,Synthetic unlawful assembly incident recorded for scale validation.
16674,KSP/SYN/0016674,2026-05-13,23,14,3,13.037427,77.636508,Synthetic domestic violence incident recorded for scale validation.
16675,KSP/SYN/0016675,2023-10-30,30,9,2,12.962606,77.649494,Synthetic unlawful assembly incident recorded for scale validation.
16676,KSP/SYN/0016676,2022-02-05,27,1,4,12.998151,77.565513,Synthetic cyber crime incident recorded for scale validation.
16677,KSP/SYN/0016677,2026-01-07,10,9,2,12.923844,77.608836,Synthetic unlawful assembly incident recorded for scale validation.
16678,KSP/SYN/0016678,2025-12-12,62,14,3,13.013846,77.613573,Synthetic domestic violence incident recorded for scale validation.
16679,KSP/SYN/0016679,2024-12-21,2,5,5,12.963413,77.646784,Synthetic narcotics incident recorded for scale validation.
16680,KSP/SYN/0016680,2025-11-10,2,11,3,12.976625,77.6043,Synthetic land disputes incident recorded for scale validation.
16681,KSP/SYN/0016681,2025-03-16,91,5,5,12.826669,77.665553,Synthetic narcotics incident recorded for scale validation.
16682,KSP/SYN/0016682,2024-04-30,19,15,5,12.839813,77.671714,Synthetic child offences incident recorded for scale validation.
16683,KSP/SYN/0016683,2025-03-19,71,14,3,13.010695,77.635236,Synthetic domestic violence incident recorded for scale validation.
16684,KSP/SYN/0016684,2025-11-20,76,2,3,12.978689,77.595196,Synthetic property theft incident recorded for scale validation.
16685,KSP/SYN/0016685,2024-05-19,56,1,4,12.929069,77.634265,Synthetic cyber crime incident recorded for scale validation.
16686,KSP/SYN/0016686,2023-01-12,85,14,3,12.891188,77.672162,Synthetic domestic violence incident recorded for scale validation.
16687,KSP/SYN/0016687,2022-09-05,72,11,3,12.992632,77.590927,Synthetic land disputes incident recorded for scale validation.
16688,KSP/SYN/0016688,2025-02-06,64,1,4,12.990707,77.739361,Synthetic cyber crime incident recorded for scale validation.
16689,KSP/SYN/0016689,2024-10-06,44,5,5,12.959005,77.61143,Synthetic narcotics incident recorded for scale validation.
16690,KSP/SYN/0016690,2025-12-22,80,13,2,12.917863,77.679803,Synthetic missing persons incident recorded for scale validation.
16691,KSP/SYN/0016691,2024-06-07,78,5,5,12.934666,77.618531,Synthetic narcotics incident recorded for scale validation.
16692,KSP/SYN/0016692,2023-12-26,8,8,3,13.011389,77.602641,Synthetic fraud & cheating incident recorded for scale validation.
16693,KSP/SYN/0016693,2024-09-24,85,9,2,12.981536,77.599251,Synthetic unlawful assembly incident recorded for scale validation.
16694,KSP/SYN/0016694,2022-01-13,67,14,3,12.958621,77.60056,Synthetic domestic violence incident recorded for scale validation.
16695,KSP/SYN/0016695,2022-08-03,99,9,2,12.937597,77.622293,Synthetic unlawful assembly incident recorded for scale validation.
16696,KSP/SYN/0016696,2025-04-09,30,6,5,12.989437,77.598886,Synthetic murder incident recorded for scale validation.
16697,KSP/SYN/0016697,2024-09-22,14,7,5,13.032454,77.524947,Synthetic robbery & dacoity incident recorded for scale validation.
16698,KSP/SYN/0016698,2022-09-16,83,1,4,12.999178,77.60825,Synthetic cyber crime incident recorded for scale validation.
16699,KSP/SYN/0016699,2024-10-08,30,12,4,12.837034,77.662431,Synthetic communal offences incident recorded for scale validation.
16700,KSP/SYN/0016700,2024-08-15,99,9,2,12.98889,77.561276,Synthetic unlawful assembly incident recorded for scale validation.
16701,KSP/SYN/0016701,2023-12-28,31,14,3,13.047813,77.542427,Synthetic domestic violence incident recorded for scale validation.
16702,KSP/SYN/0016702,2026-03-12,70,11,3,13.004802,77.613997,Synthetic land disputes incident recorded for scale validation.
16703,KSP/SYN/0016703,2022-12-12,42,4,4,12.848138,77.672414,Synthetic assault & violence incident recorded for scale validation.
16704,KSP/SYN/0016704,2024-05-10,90,9,2,12.91426,77.642347,Synthetic unlawful assembly incident recorded for scale validation.
16705,KSP/SYN/0016705,2023-11-15,46,2,3,12.906421,77.637968,Synthetic property theft incident recorded for scale validation.
16706,KSP/SYN/0016706,2024-08-04,42,13,2,12.85755,77.6936,Synthetic missing persons incident recorded for scale validation.
16707,KSP/SYN/0016707,2022-07-13,76,4,4,12.981074,77.587216,Synthetic assault & violence incident recorded for scale validation.
16708,KSP/SYN/0016708,2025-01-17,96,3,3,12.945127,77.642002,Synthetic vehicle theft incident recorded for scale validation.
16709,KSP/SYN/0016709,2022-02-06,51,2,3,13.022909,77.545114,Synthetic property theft incident recorded for scale validation.
16710,KSP/SYN/0016710,2023-06-01,68,5,5,12.984113,77.615996,Synthetic narcotics incident recorded for scale validation.
16711,KSP/SYN/0016711,2023-05-20,30,13,2,12.843921,77.658157,Synthetic missing persons incident recorded for scale validation.
16712,KSP/SYN/0016712,2022-04-24,100,9,2,12.810478,77.686494,Synthetic unlawful assembly incident recorded for scale validation.
16713,KSP/SYN/0016713,2025-01-26,50,13,2,13.016201,77.586616,Synthetic missing persons incident recorded for scale validation.
16714,KSP/SYN/0016714,2025-07-06,68,7,5,12.976889,77.607515,Synthetic robbery & dacoity incident recorded for scale validation.
16715,KSP/SYN/0016715,2025-03-05,50,1,4,12.929417,77.626198,Synthetic cyber crime incident recorded for scale validation.
16716,KSP/SYN/0016716,2025-01-23,47,8,3,12.938262,77.601591,Synthetic fraud & cheating incident recorded for scale validation.
16717,KSP/SYN/0016717,2025-03-25,83,15,5,12.914323,77.674259,Synthetic child offences incident recorded for scale validation.
16718,KSP/SYN/0016718,2024-03-31,92,9,2,12.887914,77.641426,Synthetic unlawful assembly incident recorded for scale validation.
16719,KSP/SYN/0016719,2023-10-05,4,9,2,12.949735,77.598682,Synthetic unlawful assembly incident recorded for scale validation.
16720,KSP/SYN/0016720,2023-11-15,72,14,3,12.989352,77.578159,Synthetic domestic violence incident recorded for scale validation.
16721,KSP/SYN/0016721,2024-07-01,56,11,3,13.008637,77.615607,Synthetic land disputes incident recorded for scale validation.
16722,KSP/SYN/0016722,2022-09-25,99,14,3,12.959372,77.595324,Synthetic domestic violence incident recorded for scale validation.
16723,KSP/SYN/0016723,2024-09-27,65,1,4,12.991503,77.589068,Synthetic cyber crime incident recorded for scale validation.
16724,KSP/SYN/0016724,2026-01-25,84,8,3,13.032226,77.540715,Synthetic fraud & cheating incident recorded for scale validation.
16725,KSP/SYN/0016725,2026-06-07,77,13,2,12.985652,77.732445,Synthetic missing persons incident recorded for scale validation.
16726,KSP/SYN/0016726,2022-07-08,62,6,5,12.926329,77.630742,Synthetic murder incident recorded for scale validation.
16727,KSP/SYN/0016727,2023-08-18,66,13,2,12.961678,77.75,Synthetic missing persons incident recorded for scale validation.
16728,KSP/SYN/0016728,2025-08-08,85,1,4,12.970421,77.601602,Synthetic cyber crime incident recorded for scale validation.
16729,KSP/SYN/0016729,2025-06-17,4,13,2,12.826088,77.692176,Synthetic missing persons incident recorded for scale validation.
16730,KSP/SYN/0016730,2022-02-14,88,10,2,12.934653,77.6312,Synthetic eve teasing incident recorded for scale validation.
16731,KSP/SYN/0016731,2025-04-16,27,15,5,12.949176,77.603524,Synthetic child offences incident recorded for scale validation.
16732,KSP/SYN/0016732,2022-02-26,49,1,4,12.997296,77.571702,Synthetic cyber crime incident recorded for scale validation.
16733,KSP/SYN/0016733,2023-07-17,47,13,2,12.956615,77.651649,Synthetic missing persons incident recorded for scale validation.
16734,KSP/SYN/0016734,2025-04-20,95,8,3,12.961575,77.75,Synthetic fraud & cheating incident recorded for scale validation.
16735,KSP/SYN/0016735,2024-05-19,75,2,3,12.985023,77.599562,Synthetic property theft incident recorded for scale validation.
16736,KSP/SYN/0016736,2025-07-24,18,1,4,12.972723,77.585484,Synthetic cyber crime incident recorded for scale validation.
16737,KSP/SYN/0016737,2022-05-21,5,11,3,12.971834,77.615204,Synthetic land disputes incident recorded for scale validation.
16738,KSP/SYN/0016738,2023-01-17,100,10,2,12.998291,77.580464,Synthetic eve teasing incident recorded for scale validation.
16739,KSP/SYN/0016739,2024-01-09,17,9,2,12.984117,77.587092,Synthetic unlawful assembly incident recorded for scale validation.
16740,KSP/SYN/0016740,2022-03-18,74,15,5,12.849145,77.683701,Synthetic child offences incident recorded for scale validation.
16741,KSP/SYN/0016741,2023-04-01,38,11,3,12.891559,77.613846,Synthetic land disputes incident recorded for scale validation.
16742,KSP/SYN/0016742,2025-12-19,51,11,3,12.966003,77.75,Synthetic land disputes incident recorded for scale validation.
16743,KSP/SYN/0016743,2025-06-23,47,11,3,13.035207,77.582924,Synthetic land disputes incident recorded for scale validation.
16744,KSP/SYN/0016744,2022-05-22,38,14,3,13.00783,77.616403,Synthetic domestic violence incident recorded for scale validation.
16745,KSP/SYN/0016745,2024-01-28,39,15,5,13.002681,77.578116,Synthetic child offences incident recorded for scale validation.
16746,KSP/SYN/0016746,2022-07-25,12,15,5,12.982282,77.581727,Synthetic child offences incident recorded for scale validation.
16747,KSP/SYN/0016747,2025-03-09,59,3,3,13.011731,77.552691,Synthetic vehicle theft incident recorded for scale validation.
16748,KSP/SYN/0016748,2024-06-21,95,15,5,12.934363,77.616852,Synthetic child offences incident recorded for scale validation.
16749,KSP/SYN/0016749,2026-04-03,6,11,3,13.002464,77.580628,Synthetic land disputes incident recorded for scale validation.
16750,KSP/SYN/0016750,2026-01-22,88,9,2,13.015438,77.533486,Synthetic unlawful assembly incident recorded for scale validation.
16751,KSP/SYN/0016751,2023-07-22,3,3,3,12.972767,77.613989,Synthetic vehicle theft incident recorded for scale validation.
16752,KSP/SYN/0016752,2023-02-02,56,8,3,12.970879,77.640258,Synthetic fraud & cheating incident recorded for scale validation.
16753,KSP/SYN/0016753,2026-06-08,10,4,4,12.965012,77.622583,Synthetic assault & violence incident recorded for scale validation.
16754,KSP/SYN/0016754,2023-09-26,40,8,3,12.937138,77.592571,Synthetic fraud & cheating incident recorded for scale validation.
16755,KSP/SYN/0016755,2022-09-17,78,13,2,12.949402,77.75,Synthetic missing persons incident recorded for scale validation.
16756,KSP/SYN/0016756,2023-10-10,18,5,5,13.005255,77.581231,Synthetic narcotics incident recorded for scale validation.
16757,KSP/SYN/0016757,2023-12-12,36,15,5,12.982824,77.57584,Synthetic child offences incident recorded for scale validation.
16758,KSP/SYN/0016758,2022-06-20,81,2,3,12.841747,77.681665,Synthetic property theft incident recorded for scale validation.
16759,KSP/SYN/0016759,2024-11-15,49,12,4,12.963032,77.635486,Synthetic communal offences incident recorded for scale validation.
16760,KSP/SYN/0016760,2022-06-11,29,9,2,13.031148,77.553767,Synthetic unlawful assembly incident recorded for scale validation.
16761,KSP/SYN/0016761,2022-07-26,30,14,3,12.906561,77.671562,Synthetic domestic violence incident recorded for scale validation.
16762,KSP/SYN/0016762,2023-03-01,51,4,4,12.982007,77.63903,Synthetic assault & violence incident recorded for scale validation.
16763,KSP/SYN/0016763,2024-10-15,32,13,2,13.004498,77.615216,Synthetic missing persons incident recorded for scale validation.
16764,KSP/SYN/0016764,2025-01-14,25,1,4,13.013237,77.634441,Synthetic cyber crime incident recorded for scale validation.
16765,KSP/SYN/0016765,2023-01-28,76,13,2,13.002029,77.583325,Synthetic missing persons incident recorded for scale validation.
16766,KSP/SYN/0016766,2026-03-09,87,3,3,12.989871,77.615205,Synthetic vehicle theft incident recorded for scale validation.
16767,KSP/SYN/0016767,2026-06-01,78,10,2,13.033285,77.615228,Synthetic eve teasing incident recorded for scale validation.
16768,KSP/SYN/0016768,2023-06-05,22,3,3,13.000446,77.621473,Synthetic vehicle theft incident recorded for scale validation.
16769,KSP/SYN/0016769,2025-06-06,63,7,5,12.932572,77.639187,Synthetic robbery & dacoity incident recorded for scale validation.
16770,KSP/SYN/0016770,2023-10-18,99,11,3,12.946455,77.636782,Synthetic land disputes incident recorded for scale validation.
16771,KSP/SYN/0016771,2023-06-12,43,10,2,12.968225,77.61483,Synthetic eve teasing incident recorded for scale validation.
16772,KSP/SYN/0016772,2022-05-27,54,4,4,12.996818,77.608263,Synthetic assault & violence incident recorded for scale validation.
16773,KSP/SYN/0016773,2025-03-31,81,3,3,12.965516,77.598381,Synthetic vehicle theft incident recorded for scale validation.
16774,KSP/SYN/0016774,2026-05-08,67,8,3,12.994529,77.582425,Synthetic fraud & cheating incident recorded for scale validation.
16775,KSP/SYN/0016775,2023-09-10,14,13,2,12.978664,77.604834,Synthetic missing persons incident recorded for scale validation.
16776,KSP/SYN/0016776,2024-06-27,13,9,2,12.963183,77.595987,Synthetic unlawful assembly incident recorded for scale validation.
16777,KSP/SYN/0016777,2024-06-12,63,12,4,13.026218,77.54936,Synthetic communal offences incident recorded for scale validation.
16778,KSP/SYN/0016778,2024-11-19,78,2,3,12.865318,77.670923,Synthetic property theft incident recorded for scale validation.
16779,KSP/SYN/0016779,2023-03-24,70,10,2,12.924466,77.64937,Synthetic eve teasing incident recorded for scale validation.
16780,KSP/SYN/0016780,2026-03-31,67,10,2,12.914194,77.623269,Synthetic eve teasing incident recorded for scale validation.
16781,KSP/SYN/0016781,2022-06-02,55,10,2,12.977531,77.614456,Synthetic eve teasing incident recorded for scale validation.
16782,KSP/SYN/0016782,2024-09-05,60,7,5,12.917581,77.654213,Synthetic robbery & dacoity incident recorded for scale validation.
16783,KSP/SYN/0016783,2023-10-05,2,1,4,12.917094,77.66531,Synthetic cyber crime incident recorded for scale validation.
16784,KSP/SYN/0016784,2022-08-07,83,14,3,13.002329,77.743095,Synthetic domestic violence incident recorded for scale validation.
16785,KSP/SYN/0016785,2022-01-11,76,2,3,12.928817,77.637993,Synthetic property theft incident recorded for scale validation.
16786,KSP/SYN/0016786,2022-12-23,31,13,2,13.018743,77.635168,Synthetic missing persons incident recorded for scale validation.
16787,KSP/SYN/0016787,2023-12-27,28,10,2,13.00584,77.573216,Synthetic eve teasing incident recorded for scale validation.
16788,KSP/SYN/0016788,2023-11-11,21,3,3,12.984689,77.592994,Synthetic vehicle theft incident recorded for scale validation.
16789,KSP/SYN/0016789,2023-06-01,63,10,2,12.890003,77.630567,Synthetic eve teasing incident recorded for scale validation.
16790,KSP/SYN/0016790,2022-08-28,60,9,2,13.023691,77.633889,Synthetic unlawful assembly incident recorded for scale validation.
16791,KSP/SYN/0016791,2024-12-25,38,3,3,12.948539,77.591248,Synthetic vehicle theft incident recorded for scale validation.
16792,KSP/SYN/0016792,2022-02-01,35,11,3,13.034283,77.577689,Synthetic land disputes incident recorded for scale validation.
16793,KSP/SYN/0016793,2024-07-07,88,9,2,12.974972,77.572803,Synthetic unlawful assembly incident recorded for scale validation.
16794,KSP/SYN/0016794,2024-03-09,79,9,2,12.896179,77.665214,Synthetic unlawful assembly incident recorded for scale validation.
16795,KSP/SYN/0016795,2022-10-31,90,5,5,12.988611,77.727192,Synthetic narcotics incident recorded for scale validation.
16796,KSP/SYN/0016796,2024-11-25,28,5,5,12.973701,77.611198,Synthetic narcotics incident recorded for scale validation.
16797,KSP/SYN/0016797,2024-07-08,85,1,4,12.90455,77.630713,Synthetic cyber crime incident recorded for scale validation.
16798,KSP/SYN/0016798,2023-01-20,25,15,5,12.894561,77.671635,Synthetic child offences incident recorded for scale validation.
16799,KSP/SYN/0016799,2023-08-24,88,6,5,13.001869,77.565299,Synthetic murder incident recorded for scale validation.
16800,KSP/SYN/0016800,2026-01-23,51,15,5,12.972078,77.582722,Synthetic child offences incident recorded for scale validation.
16801,KSP/SYN/0016801,2024-12-17,78,4,4,13.00637,77.609136,Synthetic assault & violence incident recorded for scale validation.
16802,KSP/SYN/0016802,2024-12-04,16,15,5,12.948542,77.575629,Synthetic child offences incident recorded for scale validation.
16803,KSP/SYN/0016803,2024-12-11,39,13,2,12.979395,77.617695,Synthetic missing persons incident recorded for scale validation.
16804,KSP/SYN/0016804,2023-11-04,96,5,5,12.969315,77.632208,Synthetic narcotics incident recorded for scale validation.
16805,KSP/SYN/0016805,2024-10-05,37,8,3,13.040332,77.539645,Synthetic fraud & cheating incident recorded for scale validation.
16806,KSP/SYN/0016806,2025-04-21,86,6,5,12.975591,77.75,Synthetic murder incident recorded for scale validation.
16807,KSP/SYN/0016807,2025-01-27,5,1,4,12.949795,77.632421,Synthetic cyber crime incident recorded for scale validation.
