target_month,station_id,district_id,month_number,lag_1,lag_2,lag_3,lag_12,rolling_3,rolling_6,target_next_month
2024-11-01,29,1,10,23,18,25,19,22.0,22.833,18
2024-12-01,29,1,11,15,23,18,9,18.667,21.667,21
2025-01-01,29,1,12,18,15,23,21,18.667,20.167,21
2025-02-01,29,1,1,21,18,15,21,18.0,20.0,22
2025-03-01,29,1,2,21,21,18,16,20.0,19.333,18
2025-04-01,29,1,3,22,21,21,18,21.333,20.0,19
2025-05-01,29,1,4,18,22,21,22,20.333,19.167,23
2025-06-01,29,1,5,19,18,22,27,19.667,19.833,13
2025-07-01,29,1,6,23,19,18,22,20.0,20.667,21
2025-08-01,29,1,7,13,23,19,25,18.333,19.333,15
2025-09-01,29,1,8,21,13,23,18,19.0,19.333,24
2025-10-01,29,1,9,15,21,13,23,16.333,18.167,26
2025-11-01,29,1,10,24,15,21,15,20.0,19.167,13
2025-12-01,29,1,11,26,24,15,18,21.667,20.333,27
2023-02-01,30,1,1,26,12,28,15,22.0,19.0,16
2023-03-01,30,1,2,23,26,12,15,20.333,19.667,19
2023-04-01,30,1,3,16,23,26,17,21.667,20.167,20
2023-05-01,30,1,4,19,16,23,15,19.333,20.667,9
2023-06-01,30,1,5,20,19,16,17,18.333,19.333,24
2023-07-01,30,1,6,9,20,19,18,16.0,18.833,16
2023-08-01,30,1,7,24,9,20,19,17.667,18.5,30
2023-09-01,30,1,8,16,24,9,13,16.333,17.333,19
2023-10-01,30,1,9,30,16,24,16,23.333,19.667,16
2023-11-01,30,1,10,19,30,16,28,21.667,19.667,21
2023-12-01,30,1,11,16,19,30,12,21.667,19.0,14
2024-01-01,30,1,12,21,16,19,26,18.667,21.0,16
2024-02-01,30,1,1,14,21,16,23,17.0,19.333,23
2024-03-01,30,1,2,16,14,21,16,17.0,19.333,16
2024-04-01,30,1,3,23,16,14,19,17.667,18.167,18
2024-05-01,30,1,4,16,23,16,20,18.333,17.667,18
2024-06-01,30,1,5,18,16,23,9,19.0,18.0,18
2024-07-01,30,1,6,18,18,16,24,17.333,17.5,16
2024-08-01,30,1,7,18,18,18,16,18.0,18.167,29
2024-09-01,30,1,8,16,18,18,30,17.333,18.167,20
2024-10-01,30,1,9,29,16,18,19,21.0,19.167,16
2024-11-01,30,1,10,20,29,16,16,21.667,19.833,16
2024-12-01,30,1,11,16,20,29,21,21.667,19.5,22
2025-01-01,30,1,12,16,16,20,14,17.333,19.167,17
2025-02-01,30,1,1,22,16,16,16,18.0,19.833,13
2025-03-01,30,1,2,17,22,16,23,18.333,20.0,23
2025-04-01,30,1,3,13,17,22,16,17.333,17.333,21
2025-05-01,30,1,4,23,13,17,18,17.667,17.833,23
2025-06-01,30,1,5,21,23,13,18,19.0,18.667,16
2025-07-01,30,1,6,23,21,23,18,22.333,19.833,19
2025-08-01,30,1,7,16,23,21,16,20.0,18.833,22
2025-09-01,30,1,8,19,16,23,29,19.333,19.167,11
2025-10-01,30,1,9,22,19,16,20,19.0,20.667,16
2025-11-01,30,1,10,11,22,19,16,17.333,18.667,18
2025-12-01,30,1,11,16,11,22,16,16.333,17.833,22
2023-02-01,31,1,1,20,19,18,21,19.0,17.833,17
2023-03-01,31,1,2,26,20,19,12,21.667,19.333,18
2023-04-01,31,1,3,17,26,20,23,21.0,18.5,15
2023-05-01,31,1,4,18,17,26,18,20.333,19.667,22
2023-06-01,31,1,5,15,18,17,17,16.667,19.167,21
2023-07-01,31,1,6,22,15,18,17,18.333,19.667,18
2023-08-01,31,1,7,21,22,15,17,19.333,19.833,21
2023-09-01,31,1,8,18,21,22,22,20.333,18.5,20
2023-10-01,31,1,9,21,18,21,11,20.0,19.167,12
2023-11-01,31,1,10,20,21,18,18,19.667,19.5,13
2023-12-01,31,1,11,12,20,21,19,17.667,19.0,27
2024-01-01,31,1,12,13,12,20,20,15.0,17.5,17
2024-02-01,31,1,1,27,13,12,26,17.333,18.5,18
2024-03-01,31,1,2,17,27,13,17,19.0,18.333,14
2024-04-01,31,1,3,18,17,27,18,20.667,17.833,24
2024-05-01,31,1,4,14,18,17,15,16.333,16.833,11
2024-06-01,31,1,5,24,14,18,22,18.667,18.833,18
2024-07-01,31,1,6,11,24,14,21,16.333,18.5,18
2024-08-01,31,1,7,18,11,24,18,17.667,17.0,19
2024-09-01,31,1,8,18,18,11,21,15.667,17.167,17
2024-10-01,31,1,9,19,18,18,20,18.333,17.333,18
2024-11-01,31,1,10,17,19,18,12,18.0,17.833,12
2024-12-01,31,1,11,18,17,19,13,18.0,16.833,18
2025-01-01,31,1,12,12,18,17,27,15.667,17.0,24
2025-02-01,31,1,1,18,12,18,17,16.0,17.0,26
2025-03-01,31,1,2,24,18,12,18,18.0,18.0,13
2025-04-01,31,1,3,26,24,18,14,22.667,19.167,9
2025-05-01,31,1,4,13,26,24,24,21.0,18.5,11
2025-06-01,31,1,5,9,13,26,11,16.0,17.0,14
2025-07-01,31,1,6,11,9,13,18,11.0,16.833,14
2025-08-01,31,1,7,14,11,9,18,11.333,16.167,23
2025-09-01,31,1,8,14,14,11,19,13.0,14.5,20
2025-10-01,31,1,9,23,14,14,17,17.0,14.0,22
2025-11-01,31,1,10,20,23,14,18,19.0,15.167,13
2025-12-01,31,1,11,22,20,23,12,21.667,17.333,25
2023-02-01,32,1,1,11,17,12,25,13.333,16.833,19
2023-03-01,32,1,2,26,11,17,20,18.0,17.833,25
2023-04-01,32,1,3,19,26,11,12,18.667,16.833,21
2023-05-01,32,1,4,25,19,26,14,23.333,18.333,22
2023-06-01,32,1,5,21,25,19,18,21.667,19.833,29
2023-07-01,32,1,6,22,21,25,26,22.667,20.667,23
2023-08-01,32,1,7,29,22,21,20,24.0,23.667,14
2023-09-01,32,1,8,23,29,22,25,24.667,23.167,22
2023-10-01,32,1,9,14,23,29,16,22.0,22.333,17
2023-11-01,32,1,10,22,14,23,12,19.667,21.833,18
2023-12-01,32,1,11,17,22,14,17,17.667,21.167,16
2024-01-01,32,1,12,18,17,22,11,19.0,20.5,19
2024-02-01,32,1,1,16,18,17,26,17.0,18.333,22
2024-03-01,32,1,2,19,16,18,19,17.667,17.667,13
2024-04-01,32,1,3,22,19,16,25,19.0,19.0,15
2024-05-01,32,1,4,13,22,19,21,18.0,17.5,20
2024-06-01,32,1,5,15,13,22,22,16.667,17.167,18
2024-07-01,32,1,6,20,15,13,29,16.0,17.5,21
2024-08-01,32,1,7,18,20,15,23,17.667,17.833,23
2024-09-01,32,1,8,21,18,20,14,19.667,18.167,11
2024-10-01,32,1,9,23,21,18,22,20.667,18.333,25
2024-11-01,32,1,10,11,23,21,17,18.333,18.0,17
2024-12-01,32,1,11,25,11,23,18,19.667,19.667,16
2025-01-01,32,1,12,17,25,11,16,17.667,19.167,21
2025-02-01,32,1,1,16,17,25,19,19.333,18.833,16
2025-03-01,32,1,2,21,16,17,22,18.0,18.833,17
2025-04-01,32,1,3,16,21,16,13,17.667,17.667,9
2025-05-01,32,1,4,17,16,21,15,18.0,18.667,19
2025-06-01,32,1,5,9,17,16,20,14.0,16.0,26
2025-07-01,32,1,6,19,9,17,18,15.0,16.333,20
2025-08-01,32,1,7,26,19,9,21,18.0,18.0,17
2025-09-01,32,1,8,20,26,19,23,21.667,17.833,19
2025-10-01,32,1,9,17,20,26,11,21.0,18.0,22
2025-11-01,32,1,10,19,17,20,25,18.667,18.333,16
2025-12-01,32,1,11,22,19,17,17,19.333,20.5,16
2023-02-01,33,1,1,14,21,11,18,15.333,17.667,24
2023-03-01,33,1,2,22,14,21,20,19.0,18.0,19
2023-04-01,33,1,3,24,22,14,24,20.0,18.0,22
2023-05-01,33,1,4,19,24,22,26,21.667,18.5,21
2023-06-01,33,1,5,22,19,24,19,21.667,20.333,17
2023-07-01,33,1,6,21,22,19,19,20.667,20.333,12
2023-08-01,33,1,7,17,21,22,20,20.0,20.833,20
2023-09-01,33,1,8,12,17,21,24,16.667,19.167,20
2023-10-01,33,1,9,20,12,17,16,16.333,18.5,16
2023-11-01,33,1,10,20,20,12,11,17.333,18.667,16
2023-12-01,33,1,11,16,20,20,21,18.667,17.667,24
2024-01-01,33,1,12,16,16,20,14,17.333,16.833,13
2024-02-01,33,1,1,24,16,16,22,18.667,18.0,14
2024-03-01,33,1,2,13,24,16,24,17.667,18.167,23
2024-04-01,33,1,3,14,13,24,19,17.0,17.167,16
2024-05-01,33,1,4,23,14,13,22,16.667,17.667,28
2024-06-01,33,1,5,16,23,14,21,17.667,17.667,23
2024-07-01,33,1,6,28,16,23,17,22.333,19.667,19
2024-08-01,33,1,7,23,28,16,12,22.333,19.5,18
2024-09-01,33,1,8,19,23,28,20,23.333,20.5,19
2024-10-01,33,1,9,18,19,23,20,20.0,21.167,14
2024-11-01,33,1,10,19,18,19,16,18.667,20.5,22
2024-12-01,33,1,11,14,19,18,16,17.0,20.167,16
2025-01-01,33,1,12,22,14,19,24,18.333,19.167,23
2025-02-01,33,1,1,16,22,14,13,17.333,18.0,14
2025-03-01,33,1,2,23,16,22,14,20.333,18.667,24
2025-04-01,33,1,3,14,23,16,23,17.667,18.0,24
2025-05-01,33,1,4,24,14,23,16,20.333,18.833,15
2025-06-01,33,1,5,24,24,14,28,20.667,20.5,20
2025-07-01,33,1,6,15,24,24,23,21.0,19.333,24
2025-08-01,33,1,7,20,15,24,19,19.667,20.0,19
2025-09-01,33,1,8,24,20,15,18,19.667,20.167,23
2025-10-01,33,1,9,19,24,20,19,21.0,21.0,24
2025-11-01,33,1,10,23,19,24,14,22.0,20.833,17
2025-12-01,33,1,11,24,23,19,22,22.0,20.833,23
2023-02-01,34,1,1,18,18,13,21,16.333,18.333,8
2023-03-01,34,1,2,25,18,18,15,20.333,18.667,24
2023-04-01,34,1,3,8,25,18,17,17.0,16.667,22
2023-05-01,34,1,4,24,8,25,8,19.0,17.667,19
2023-06-01,34,1,5,22,24,8,10,18.0,19.167,22
2023-07-01,34,1,6,19,22,24,17,21.667,19.333,23
2023-08-01,34,1,7,22,19,22,23,21.0,20.0,30
2023-09-01,34,1,8,23,22,19,20,21.333,19.667,20
2023-10-01,34,1,9,30,23,22,18,25.0,23.333,23
2023-11-01,34,1,10,20,30,23,13,24.333,22.667,20
2023-12-01,34,1,11,23,20,30,18,24.333,22.833,29
2024-01-01,34,1,12,20,23,20,18,21.0,23.0,19
2024-02-01,34,1,1,29,20,23,25,24.0,24.167,19
2024-03-01,34,1,2,19,29,20,8,22.667,23.5,21
2024-04-01,34,1,3,19,19,29,24,22.333,21.667,12
2024-05-01,34,1,4,21,19,19,22,19.667,21.833,23
2024-06-01,34,1,5,12,21,19,19,17.333,20.0,22
2024-07-01,34,1,6,23,12,21,22,18.667,20.5,13
2024-08-01,34,1,7,22,23,12,23,19.0,19.333,17
2024-09-01,34,1,8,13,22,23,30,19.333,18.333,26
2024-10-01,34,1,9,17,13,22,20,17.333,18.0,23
2024-11-01,34,1,10,26,17,13,23,18.667,18.833,22
2024-12-01,34,1,11,23,26,17,20,22.0,20.667,22
2025-01-01,34,1,12,22,23,26,29,23.667,20.5,7
2025-02-01,34,1,1,22,22,23,19,22.333,20.5,13
2025-03-01,34,1,2,7,22,22,19,17.0,19.5,20
2025-04-01,34,1,3,13,7,22,21,14.0,18.833,20
2025-05-01,34,1,4,20,13,7,12,13.333,17.833,19
2025-06-01,34,1,5,20,20,13,23,17.667,17.333,15
2025-07-01,34,1,6,19,20,20,22,19.667,16.833,21
2025-08-01,34,1,7,15,19,20,13,18.0,15.667,15
2025-09-01,34,1,8,21,15,19,17,18.333,18.0,25
2025-10-01,34,1,9,15,21,15,26,17.0,18.333,16
2025-11-01,34,1,10,25,15,21,23,20.333,19.167,17
2025-12-01,34,1,11,16,25,15,22,18.667,18.5,22
2023-02-01,35,1,1,23,16,23,16,20.667,18.667,19
2023-03-01,35,1,2,19,23,16,19,19.333,19.0,22
2023-04-01,35,1,3,19,19,23,17,20.333,19.667,23
2023-05-01,35,1,4,22,19,19,25,20.0,20.333,16
2023-06-01,35,1,5,23,22,19,23,21.333,20.333,13
2023-07-01,35,1,6,16,23,22,17,20.333,20.333,17
2023-08-01,35,1,7,13,16,23,17,17.333,18.667,22
2023-09-01,35,1,8,17,13,16,15,15.333,18.333,21
2023-10-01,35,1,9,22,17,13,18,17.333,18.833,19
2023-11-01,35,1,10,21,22,17,23,20.0,18.667,16
2023-12-01,35,1,11,19,21,22,16,20.667,18.0,16
2024-01-01,35,1,12,16,19,21,23,18.667,18.0,20
2024-02-01,35,1,1,16,16,19,19,17.0,18.5,21
2024-03-01,35,1,2,20,16,16,19,17.333,19.0,30
2024-04-01,35,1,3,21,20,16,22,19.0,18.833,16
2024-05-01,35,1,4,30,21,20,23,23.667,20.333,26
2024-06-01,35,1,5,16,30,21,16,22.333,19.833,19
2024-07-01,35,1,6,26,16,30,13,24.0,21.5,16
2024-08-01,35,1,7,19,26,16,17,20.333,22.0,20
2024-09-01,35,1,8,16,19,26,22,20.333,21.333,26
2024-10-01,35,1,9,20,16,19,21,18.333,21.167,22
2024-11-01,35,1,10,26,20,16,19,20.667,20.5,12
2024-12-01,35,1,11,22,26,20,16,22.667,21.5,21
2025-01-01,35,1,12,12,22,26,16,20.0,19.167,31
2025-02-01,35,1,1,21,12,22,20,18.333,19.5,15
2025-03-01,35,1,2,31,21,12,21,21.333,22.0,15
2025-04-01,35,1,3,15,31,21,30,22.333,21.167,21
2025-05-01,35,1,4,15,15,31,16,20.333,19.333,17
2025-06-01,35,1,5,21,15,15,26,17.0,19.167,19
2025-07-01,35,1,6,17,21,15,19,17.667,20.0,17
2025-08-01,35,1,7,19,17,21,16,19.0,19.667,8
2025-09-01,35,1,8,17,19,17,20,17.667,17.333,18
2025-10-01,35,1,9,8,17,19,26,14.667,16.167,26
2025-11-01,35,1,10,18,8,17,22,14.333,16.667,16
2025-12-01,35,1,11,26,18,8,12,17.333,17.5,17
2023-02-01,36,1,1,18,14,15,16,15.667,17.0,15
2023-03-01,36,1,2,12,18,14,19,14.667,17.0,18
2023-04-01,36,1,3,15,12,18,27,15.0,16.0,18
2023-05-01,36,1,4,18,15,12,15,15.0,15.333,21
2023-06-01,36,1,5,18,18,15,17,17.0,15.833,20
2023-07-01,36,1,6,21,18,18,28,19.0,17.0,18
2023-08-01,36,1,7,20,21,18,12,19.667,17.333,24
2023-09-01,36,1,8,18,20,21,21,19.667,18.333,22
2023-10-01,36,1,9,24,18,20,22,20.667,19.833,15
2023-11-01,36,1,10,22,24,18,15,21.333,20.5,15
2023-12-01,36,1,11,15,22,24,14,20.333,20.0,23
2024-01-01,36,1,12,15,15,22,18,17.333,19.0,18
2024-02-01,36,1,1,23,15,15,12,17.667,19.5,22
2024-03-01,36,1,2,18,23,15,15,18.667,19.5,17
2024-04-01,36,1,3,22,18,23,18,21.0,19.167,22
2024-05-01,36,1,4,17,22,18,18,19.0,18.333,17
2024-06-01,36,1,5,22,17,22,21,20.333,19.5,14
2024-07-01,36,1,6,17,22,17,20,18.667,19.833,23
2024-08-01,36,1,7,14,17,22,18,17.667,18.333,10
2024-09-01,36,1,8,23,14,17,24,18.0,19.167,24
2024-10-01,36,1,9,10,23,14,22,15.667,17.167,15
2024-11-01,36,1,10,24,10,23,15,19.0,18.333,26
2024-12-01,36,1,11,15,24,10,15,16.333,17.167,14
2025-01-01,36,1,12,26,15,24,23,21.667,18.667,14
2025-02-01,36,1,1,14,26,15,18,18.333,18.667,17
2025-03-01,36,1,2,14,14,26,22,18.0,17.167,13
2025-04-01,36,1,3,17,14,14,17,15.0,18.333,26
2025-05-01,36,1,4,13,17,14,22,14.667,16.5,18
2025-06-01,36,1,5,26,13,17,17,18.667,18.333,16
2025-07-01,36,1,6,18,26,13,14,19.0,17.0,12
2025-08-01,36,1,7,16,18,26,23,20.0,17.333,19
2025-09-01,36,1,8,12,16,18,10,15.333,17.0,14
2025-10-01,36,1,9,19,12,16,24,15.667,17.333,21
2025-11-01,36,1,10,14,19,12,15,15.0,17.5,16
2025-12-01,36,1,11,21,14,19,26,18.0,16.667,21
2023-02-01,37,1,1,19,25,10,22,18.0,19.667,17
2023-03-01,37,1,2,18,19,25,21,20.667,19.0,24
2023-04-01,37,1,3,17,18,19,20,18.0,17.833,26
2023-05-01,37,1,4,24,17,18,13,19.667,18.833,18
2023-06-01,37,1,5,26,24,17,10,22.333,21.5,19
2023-07-01,37,1,6,18,26,24,15,22.667,20.333,17
2023-08-01,37,1,7,19,18,26,22,21.0,20.333,17
2023-09-01,37,1,8,17,19,18,24,18.0,20.167,17
2023-10-01,37,1,9,17,17,19,18,17.667,20.167,24
2023-11-01,37,1,10,17,17,17,10,17.0,19.0,20
2023-12-01,37,1,11,24,17,17,25,19.333,18.667,21
2024-01-01,37,1,12,20,24,17,19,20.333,19.0,16
2024-02-01,37,1,1,21,20,24,18,21.667,19.333,21
2024-03-01,37,1,2,16,21,20,17,19.0,19.167,16
2024-04-01,37,1,3,21,16,21,24,19.333,19.833,20
2024-05-01,37,1,4,16,21,16,26,17.667,19.667,18
2024-06-01,37,1,5,20,16,21,18,19.0,19.0,22
2024-07-01,37,1,6,18,20,16,19,18.0,18.667,20
2024-08-01,37,1,7,22,18,20,17,20.0,18.833,17
2024-09-01,37,1,8,20,22,18,17,20.0,19.5,18
2024-10-01,37,1,9,17,20,22,17,19.667,18.833,25
2024-11-01,37,1,10,18,17,20,24,18.333,19.167,19
2024-12-01,37,1,11,25,18,17,20,20.0,20.0,22
2025-01-01,37,1,12,19,25,18,21,20.667,20.167,17
2025-02-01,37,1,1,22,19,25,16,22.0,20.167,15
2025-03-01,37,1,2,17,22,19,21,19.333,19.667,23
2025-04-01,37,1,3,15,17,22,16,18.0,19.333,19
2025-05-01,37,1,4,23,15,17,20,18.333,20.167,19
2025-06-01,37,1,5,19,23,15,18,19.0,19.167,16
2025-07-01,37,1,6,19,19,23,22,20.333,19.167,11
2025-08-01,37,1,7,16,19,19,20,18.0,18.167,23
2025-09-01,37,1,8,11,16,19,17,15.333,17.167,14
2025-10-01,37,1,9,23,11,16,18,16.667,18.5,23
2025-11-01,37,1,10,14,23,11,25,16.0,17.0,14
2025-12-01,37,1,11,23,14,23,19,20.0,17.667,19
2023-02-01,38,1,1,26,16,21,21,21.0,21.167,17
2023-03-01,38,1,2,29,26,16,8,23.667,22.0,26
2023-04-01,38,1,3,17,29,26,13,24.0,21.5,17
2023-05-01,38,1,4,26,17,29,13,24.0,22.5,17
2023-06-01,38,1,5,17,26,17,15,20.0,21.833,20
2023-07-01,38,1,6,17,17,26,17,20.0,22.0,25
2023-08-01,38,1,7,20,17,17,24,18.0,21.0,14
2023-09-01,38,1,8,25,20,17,20,20.667,20.333,16
2023-10-01,38,1,9,14,25,20,20,19.667,19.833,20
2023-11-01,38,1,10,16,14,25,21,18.333,18.167,15
2023-12-01,38,1,11,20,16,14,16,16.667,18.667,22
2024-01-01,38,1,12,15,20,16,26,17.0,18.333,17
2024-02-01,38,1,1,22,15,20,29,19.0,18.667,21
2024-03-01,38,1,2,17,22,15,17,18.0,17.333,20
2024-04-01,38,1,3,21,17,22,26,20.0,18.5,25
2024-05-01,38,1,4,20,21,17,17,19.333,19.167,13
2024-06-01,38,1,5,25,20,21,17,22.0,20.0,22
2024-07-01,38,1,6,13,25,20,20,19.333,19.667,20
2024-08-01,38,1,7,22,13,25,25,20.0,19.667,17
2024-09-01,38,1,8,20,22,13,14,18.333,20.167,17
2024-10-01,38,1,9,17,20,22,16,19.667,19.5,18
2024-11-01,38,1,10,17,17,20,20,18.0,19.0,14
2024-12-01,38,1,11,18,17,17,15,17.333,17.833,21
2025-01-01,38,1,12,14,18,17,22,16.333,18.0,19
2025-02-01,38,1,1,21,14,18,17,17.667,17.833,14
2025-03-01,38,1,2,19,21,14,21,18.0,17.667,13
2025-04-01,38,1,3,14,19,21,20,18.0,17.167,15
2025-05-01,38,1,4,13,14,19,25,15.333,16.5,8
2025-06-01,38,1,5,15,13,14,13,14.0,16.0,17
2025-07-01,38,1,6,8,15,13,22,12.0,15.0,12
2025-08-01,38,1,7,17,8,15,20,13.333,14.333,20
2025-09-01,38,1,8,12,17,8,17,12.333,13.167,10
2025-10-01,38,1,9,20,12,17,17,16.333,14.167,20
2025-11-01,38,1,10,10,20,12,18,14.0,13.667,12
2025-12-01,38,1,11,20,10,20,14,16.667,14.5,11
2023-02-01,39,1,1,18,17,15,19,16.667,17.333,14
2023-03-01,39,1,2,19,18,17,18,18.0,17.333,16
2023-04-01,39,1,3,14,19,18,24,17.0,17.0,22
2023-05-01,39,1,4,16,14,19,22,16.333,16.5,13
2023-06-01,39,1,5,22,16,14,26,17.333,17.667,23
2023-07-01,39,1,6,13,22,16,20,17.0,17.0,22
2023-08-01,39,1,7,23,13,22,19,19.333,17.833,16
2023-09-01,39,1,8,22,23,13,16,19.333,18.333,18
2023-10-01,39,1,9,16,22,23,19,20.333,18.667,18
2023-11-01,39,1,10,18,16,22,15,18.667,19.0,15
2023-12-01,39,1,11,18,18,16,17,17.333,18.333,19
2024-01-01,39,1,12,15,18,18,18,17.0,18.667,13
2024-02-01,39,1,1,19,15,18,19,17.333,18.0,24
2024-03-01,39,1,2,13,19,15,14,15.667,16.5,15
2024-04-01,39,1,3,24,13,19,16,18.667,17.833,19
2024-05-01,39,1,4,15,24,13,22,17.333,17.333,22
2024-06-01,39,1,5,19,15,24,13,19.333,17.5,20
2024-07-01,39,1,6,22,19,15,23,18.667,18.667,18
2024-08-01,39,1,7,20,22,19,22,20.333,18.833,18
2024-09-01,39,1,8,18,20,22,16,20.0,19.667,23
2024-10-01,39,1,9,18,18,20,18,18.667,18.667,17
2024-11-01,39,1,10,23,18,18,18,19.667,20.0,15
2024-12-01,39,1,11,17,23,18,15,19.333,19.667,15
2025-01-01,39,1,12,15,17,23,19,18.333,18.5,12
2025-02-01,39,1,1,15,15,17,13,15.667,17.667,19
2025-03-01,39,1,2,12,15,15,24,14.0,16.667,19
2025-04-01,39,1,3,19,12,15,15,15.333,16.833,21
2025-05-01,39,1,4,19,19,12,19,16.667,16.167,21
2025-06-01,39,1,5,21,19,19,22,19.667,16.833,14
2025-07-01,39,1,6,21,21,19,20,20.333,17.833,15
2025-08-01,39,1,7,14,21,21,18,18.667,17.667,29
2025-09-01,39,1,8,15,14,21,18,16.667,18.167,7
2025-10-01,39,1,9,29,15,14,23,19.333,19.833,13
2025-11-01,39,1,10,7,29,15,17,17.0,17.833,22
2025-12-01,39,1,11,13,7,29,15,16.333,16.5,24
2023-02-01,40,1,1,16,22,18,12,18.667,17.5,10
2023-03-01,40,1,2,24,16,22,17,20.667,19.167,29
2023-04-01,40,1,3,10,24,16,16,16.667,18.0,30
2023-05-01,40,1,4,29,10,24,20,21.0,19.833,27
2023-06-01,40,1,5,30,29,10,19,23.0,21.833,20
2023-07-01,40,1,6,27,30,29,17,28.667,22.667,21
2023-08-01,40,1,7,20,27,30,14,25.667,23.333,24
2023-09-01,40,1,8,21,20,27,17,22.667,22.833,11
2023-10-01,40,1,9,24,21,20,18,21.667,25.167,11
2023-11-01,40,1,10,11,24,21,18,18.667,22.167,24
2023-12-01,40,1,11,11,11,24,22,15.333,19.0,15
2024-01-01,40,1,12,24,11,11,16,15.333,18.5,10
2024-02-01,40,1,1,15,24,11,24,16.667,17.667,17
2024-03-01,40,1,2,10,15,24,10,16.333,15.833,17
2024-04-01,40,1,3,17,10,15,29,14.0,14.667,21
2024-05-01,40,1,4,17,17,10,30,14.667,15.667,17
2024-06-01,40,1,5,21,17,17,27,18.333,17.333,13
2024-07-01,40,1,6,17,21,17,20,18.333,16.167,17
2024-08-01,40,1,7,13,17,21,21,17.0,15.833,18
2024-09-01,40,1,8,17,13,17,24,15.667,17.0,21
2024-10-01,40,1,9,18,17,13,11,16.0,17.167,18
2024-11-01,40,1,10,21,18,17,11,18.667,17.833,16
2024-12-01,40,1,11,18,21,18,24,19.0,17.333,18
2025-01-01,40,1,12,16,18,21,15,18.333,17.167,21
2025-02-01,40,1,1,18,16,18,10,17.333,18.0,21
2025-03-01,40,1,2,21,18,16,17,18.333,18.667,14
2025-04-01,40,1,3,21,21,18,17,20.0,19.167,23
2025-05-01,40,1,4,14,21,21,21,18.667,18.0,20
2025-06-01,40,1,5,23,14,21,17,19.333,18.833,19
2025-07-01,40,1,6,20,23,14,13,19.0,19.5,21
2025-08-01,40,1,7,19,20,23,17,20.667,19.667,23
2025-09-01,40,1,8,21,19,20,18,20.0,19.667,20
2025-10-01,40,1,9,23,21,19,21,21.0,20.0,19
2025-11-01,40,1,10,20,23,21,18,21.333,21.0,14
2025-12-01,40,1,11,19,20,23,16,20.667,20.333,21
2023-02-01,41,1,1,20,26,27,18,24.333,20.833,11
2023-03-01,41,1,2,17,20,26,24,21.0,21.333,21
2023-04-01,41,1,3,11,17,20,19,16.0,19.333,16
2023-05-01,41,1,4,21,11,17,18,16.333,20.333,14
2023-06-01,41,1,5,16,21,11,18,16.0,18.5,20
2023-07-01,41,1,6,14,16,21,16,17.0,16.5,23
2023-08-01,41,1,7,20,14,16,14,16.667,16.5,19
2023-09-01,41,1,8,23,20,14,23,19.0,17.5,24
2023-10-01,41,1,9,19,23,20,15,20.667,18.833,19
2023-11-01,41,1,10,24,19,23,27,22.0,19.333,20
2023-12-01,41,1,11,19,24,19,26,20.667,19.833,16
2024-01-01,41,1,12,20,19,24,20,21.0,20.833,19
2024-02-01,41,1,1,16,20,19,17,18.333,20.167,21
2024-03-01,41,1,2,19,16,20,11,18.333,19.5,18
2024-04-01,41,1,3,21,19,16,21,18.667,19.833,15
2024-05-01,41,1,4,18,21,19,16,19.333,18.833,19
2024-06-01,41,1,5,15,18,21,14,18.0,18.167,19
2024-07-01,41,1,6,19,15,18,20,17.333,18.0,16
2024-08-01,41,1,7,19,19,15,23,17.667,18.5,22
2024-09-01,41,1,8,16,19,19,19,18.0,18.0,23
2024-10-01,41,1,9,22,16,19,24,19.0,18.167,24
2024-11-01,41,1,10,23,22,16,19,20.333,19.0,17
2024-12-01,41,1,11,24,23,22,20,23.0,20.5,24
2025-01-01,41,1,12,17,24,23,16,21.333,20.167,16
2025-02-01,41,1,1,24,17,24,19,21.667,21.0,12
2025-03-01,41,1,2,16,24,17,21,19.0,21.0,22
2025-04-01,41,1,3,12,16,24,18,17.333,19.333,13
2025-05-01,41,1,4,22,12,16,15,16.667,19.167,14
2025-06-01,41,1,5,13,22,12,19,15.667,17.333,19
2025-07-01,41,1,6,14,13,22,19,16.333,16.833,15
2025-08-01,41,1,7,19,14,13,16,15.333,16.0,22
2025-09-01,41,1,8,15,19,14,22,16.0,15.833,17
2025-10-01,41,1,9,22,15,19,23,18.667,17.5,21
2025-11-01,41,1,10,17,22,15,24,18.0,16.667,21
2025-12-01,41,1,11,21,17,22,17,20.0,18.0,14
2023-02-01,42,1,1,17,17,28,21,20.667,18.0,14
2023-03-01,42,1,2,26,17,17,22,20.0,19.333,23
2023-04-01,42,1,3,14,26,17,21,19.0,19.5,12
2023-05-01,42,1,4,23,14,26,14,21.0,20.833,14
2023-06-01,42,1,5,12,23,14,13,16.333,18.167,21
2023-07-01,42,1,6,14,12,23,29,16.333,17.667,12
2023-08-01,42,1,7,21,14,12,18,15.667,18.333,17
2023-09-01,42,1,8,12,21,14,13,15.667,16.0,21
2023-10-01,42,1,9,17,12,21,15,16.667,16.5,23
2023-11-01,42,1,10,21,17,12,28,16.667,16.167,11
2023-12-01,42,1,11,23,21,17,17,20.333,18.0,27
2024-01-01,42,1,12,11,23,21,17,18.333,17.5,14
2024-02-01,42,1,1,27,11,23,26,20.333,18.5,17
2024-03-01,42,1,2,14,27,11,14,17.333,18.833,18
2024-04-01,42,1,3,17,14,27,23,19.333,18.833,12
