crime_type_id,area_id,time_window_id,language_id,has_case_terms,has_hotspot_terms,has_network_terms,action_class
3,20,1,0,0,1,0,hotspot
5,19,5,0,1,0,0,case_search
14,13,5,1,0,0,1,network
7,14,4,0,1,0,0,case_search
1,18,0,0,1,0,0,case_search
13,20,4,0,0,0,1,network
3,15,3,1,0,0,1,network
5,11,0,1,1,0,0,case_search
8,17,0,1,0,0,1,network
11,1,5,1,1,0,0,case_search
7,8,2,1,1,0,0,case_search
14,4,4,1,0,0,1,network
13,17,0,1,0,1,0,hotspot
2,7,4,0,0,1,0,hotspot
3,18,2,0,0,0,1,network
2,20,1,0,0,0,1,network
11,14,3,1,0,1,0,hotspot
10,4,0,1,0,0,1,network
9,4,3,1,0,0,1,network
12,13,4,0,0,0,1,network
8,20,0,1,0,0,1,network
2,9,5,1,0,1,0,hotspot
12,10,4,0,0,1,0,hotspot
11,17,0,0,0,1,0,hotspot
8,4,0,0,0,1,0,hotspot
10,18,2,1,0,0,1,network
8,19,1,0,0,1,0,hotspot
13,5,0,1,0,0,1,network
9,20,1,1,0,1,0,hotspot
9,3,2,0,0,1,0,hotspot
3,10,0,1,1,0,0,case_search
14,19,1,1,0,1,0,hotspot
9,18,1,1,1,0,0,case_search
1,19,4,0,0,1,0,hotspot
9,12,4,1,0,0,1,network
5,14,3,0,0,1,0,hotspot
9,10,2,0,1,0,0,case_search
13,1,3,1,0,1,0,hotspot
15,15,4,0,0,0,1,network
13,15,5,0,1,0,0,case_search
15,19,4,1,0,0,1,network
7,16,2,1,1,0,0,case_search
6,17,5,0,0,0,1,network
10,3,0,0,1,0,0,case_search
9,13,3,1,0,0,1,network
11,15,5,1,0,0,1,network
2,12,5,1,0,0,1,network
4,17,5,1,1,0,0,case_search
2,6,5,0,1,0,0,case_search
14,8,1,1,0,1,0,hotspot
10,19,0,1,0,0,1,network
4,15,1,1,0,0,1,network
1,2,2,0,0,0,1,network
2,11,5,0,0,1,0,hotspot
1,12,0,1,1,0,0,case_search
2,4,0,0,1,0,0,case_search
14,6,4,0,0,0,1,network
2,18,2,0,0,0,1,network
5,10,1,0,0,0,1,network
1,16,3,1,0,1,0,hotspot
5,16,1,1,1,0,0,case_search
4,16,2,0,0,1,0,hotspot
8,10,3,0,0,1,0,hotspot
4,9,5,1,1,0,0,case_search
8,5,3,0,1,0,0,case_search
13,8,4,1,1,0,0,case_search
9,12,3,1,0,0,1,network
7,4,2,1,1,0,0,case_search
14,10,1,1,0,1,0,hotspot
8,4,5,0,0,0,1,network
9,14,2,0,0,0,1,network
4,9,2,1,1,0,0,case_search
9,11,2,1,1,0,0,case_search
8,8,4,1,0,0,1,network
3,11,1,0,1,0,0,case_search
8,11,2,1,1,0,0,case_search
12,14,2,1,1,0,0,case_search
1,1,4,0,0,0,1,network
3,5,0,0,0,0,1,network
15,13,4,1,0,0,1,network
10,8,1,0,1,0,0,case_search
1,11,3,0,0,0,1,network
14,14,2,1,1,0,0,case_search
1,15,2,1,1,0,0,case_search
15,1,2,0,0,1,0,hotspot
11,15,2,0,0,1,0,hotspot
13,6,0,1,0,0,1,network
9,16,0,1,0,1,0,hotspot
15,20,0,0,0,0,1,network
12,18,3,0,1,0,0,case_search
15,19,0,0,0,1,0,hotspot
12,10,2,0,0,1,0,hotspot
14,7,3,0,1,0,0,case_search
15,2,5,1,0,0,1,network
11,6,2,0,0,1,0,hotspot
12,16,4,1,1,0,0,case_search
1,18,3,0,1,0,0,case_search
2,3,0,1,0,1,0,hotspot
15,7,2,0,1,0,0,case_search
8,15,4,1,1,0,0,case_search
10,14,3,0,0,0,1,network
15,10,5,1,1,0,0,case_search
12,12,3,1,0,0,1,network
10,16,5,0,0,0,1,network
9,18,3,0,0,1,0,hotspot
6,2,2,0,0,1,0,hotspot
14,20,2,1,0,1,0,hotspot
13,20,0,0,0,1,0,hotspot
8,7,0,1,0,1,0,hotspot
1,4,4,0,0,1,0,hotspot
1,2,5,1,0,1,0,hotspot
1,9,0,0,0,1,0,hotspot
3,1,1,1,1,0,0,case_search
8,2,2,0,0,0,1,network
3,20,5,0,1,0,0,case_search
6,5,1,1,1,0,0,case_search
8,6,5,1,1,0,0,case_search
3,8,1,1,0,1,0,hotspot
2,9,1,0,1,0,0,case_search
7,17,1,1,0,0,1,network
1,11,0,1,0,0,1,network
14,4,0,1,1,0,0,case_search
7,15,2,1,0,0,1,network
13,18,1,1,0,1,0,hotspot
9,4,3,1,0,0,1,network
10,19,3,0,0,1,0,hotspot
2,6,3,1,0,0,1,network
11,3,4,1,1,0,0,case_search
10,1,3,0,0,1,0,hotspot
15,5,2,0,0,1,0,hotspot
11,19,1,1,1,0,0,case_search
10,7,4,0,0,0,1,network
12,20,5,0,1,0,0,case_search
15,17,2,1,0,1,0,hotspot
10,2,1,1,0,0,1,network
4,15,4,1,1,0,0,case_search
8,17,3,1,0,1,0,hotspot
8,5,0,0,0,0,1,network
4,17,2,1,1,0,0,case_search
7,7,0,0,1,0,0,case_search
13,6,0,0,0,1,0,hotspot
12,15,1,1,1,0,0,case_search
5,16,0,1,0,1,0,hotspot
6,19,1,1,0,1,0,hotspot
8,13,4,0,0,0,1,network
9,16,2,0,0,1,0,hotspot
3,10,0,0,1,0,0,case_search
3,11,4,1,0,0,1,network
7,6,3,0,0,1,0,hotspot
5,18,5,0,0,1,0,hotspot
3,11,0,1,1,0,0,case_search
8,11,0,1,1,0,0,case_search
11,8,4,1,0,0,1,network
4,1,2,0,0,0,1,network
8,1,3,0,1,0,0,case_search
6,4,4,1,0,1,0,hotspot
4,20,1,0,0,1,0,hotspot
4,6,0,1,0,0,1,network
12,15,1,1,0,0,1,network
6,5,1,0,0,1,0,hotspot
6,1,3,0,1,0,0,case_search
12,18,2,0,0,1,0,hotspot
15,17,0,1,1,0,0,case_search
13,6,4,1,1,0,0,case_search
7,10,4,0,0,1,0,hotspot
9,11,0,1,0,0,1,network
15,12,2,1,1,0,0,case_search
8,11,1,1,0,0,1,network
13,20,2,0,0,0,1,network
8,12,4,0,1,0,0,case_search
14,19,3,0,0,1,0,hotspot
1,1,4,0,0,0,1,network
11,3,5,1,1,0,0,case_search
13,2,4,0,0,1,0,hotspot
8,20,5,1,1,0,0,case_search
12,6,5,1,0,0,1,network
7,7,2,0,0,0,1,network
1,15,4,0,0,1,0,hotspot
11,6,1,0,1,0,0,case_search
13,15,2,0,0,1,0,hotspot
13,11,5,0,0,1,0,hotspot
8,4,0,1,0,0,1,network
15,17,1,0,1,0,0,case_search
3,19,3,1,0,0,1,network
12,16,0,0,0,0,1,network
6,9,1,1,0,1,0,hotspot
4,7,5,0,1,0,0,case_search
9,6,3,0,0,1,0,hotspot
13,3,4,0,0,0,1,network
2,4,3,1,0,1,0,hotspot
7,16,4,0,0,0,1,network
4,5,0,0,1,0,0,case_search
7,1,2,1,1,0,0,case_search
13,20,2,0,1,0,0,case_search
4,15,2,0,0,0,1,network
14,18,2,0,0,0,1,network
7,10,2,0,0,0,1,network
13,7,0,0,0,1,0,hotspot
15,7,2,0,1,0,0,case_search
12,8,4,0,0,0,1,network
14,2,2,1,0,0,1,network
1,6,5,0,0,1,0,hotspot
4,16,2,1,0,1,0,hotspot
4,16,1,1,0,1,0,hotspot
8,3,4,0,0,1,0,hotspot
5,7,4,1,0,0,1,network
13,12,5,1,0,1,0,hotspot
6,8,0,1,0,1,0,hotspot
1,15,0,0,1,0,0,case_search
4,9,1,0,0,1,0,hotspot
14,7,1,1,1,0,0,case_search
15,11,3,0,0,0,1,network
13,14,4,0,0,0,1,network
5,3,1,1,0,1,0,hotspot
13,8,3,1,0,0,1,network
2,6,3,0,1,0,0,case_search
2,6,2,0,0,1,0,hotspot
11,5,4,0,0,1,0,hotspot
2,8,5,1,0,1,0,hotspot
15,15,2,1,1,0,0,case_search
3,13,1,1,0,1,0,hotspot
2,18,1,0,0,1,0,hotspot
13,2,4,0,0,1,0,hotspot
6,8,1,1,0,1,0,hotspot
8,14,5,0,1,0,0,case_search
5,10,4,0,0,1,0,hotspot
14,15,3,0,0,1,0,hotspot
15,1,1,0,0,1,0,hotspot
2,9,5,0,1,0,0,case_search
3,14,5,1,1,0,0,case_search
13,19,5,1,0,1,0,hotspot
1,6,0,0,1,0,0,case_search
1,20,2,1,0,0,1,network
15,15,0,1,0,1,0,hotspot
10,17,5,1,1,0,0,case_search
5,17,2,1,1,0,0,case_search
5,19,1,1,0,1,0,hotspot
14,7,5,0,1,0,0,case_search
12,13,5,1,0,0,1,network
8,11,4,0,1,0,0,case_search
8,19,5,0,1,0,0,case_search
7,3,1,1,1,0,0,case_search
10,8,3,0,1,0,0,case_search
2,6,0,0,0,1,0,hotspot
9,4,0,0,0,0,1,network
12,5,1,0,0,0,1,network
11,8,5,1,0,1,0,hotspot
9,6,0,1,1,0,0,case_search
11,12,5,1,0,1,0,hotspot
6,8,3,0,1,0,0,case_search
5,14,1,1,1,0,0,case_search
15,4,1,1,0,1,0,hotspot
6,16,4,0,0,1,0,hotspot
7,11,2,0,1,0,0,case_search
3,20,0,0,1,0,0,case_search
6,10,5,1,0,0,1,network
14,15,4,1,1,0,0,case_search
10,15,5,0,1,0,0,case_search
14,1,1,1,0,1,0,hotspot
5,15,2,1,0,0,1,network
10,5,0,1,1,0,0,case_search
11,4,0,0,0,1,0,hotspot
9,10,5,1,0,0,1,network
7,3,4,0,0,1,0,hotspot
7,14,3,1,1,0,0,case_search
3,11,5,1,0,0,1,network
15,16,4,1,0,1,0,hotspot
2,6,4,1,0,0,1,network
15,13,2,0,0,1,0,hotspot
6,3,5,1,1,0,0,case_search
13,3,3,1,1,0,0,case_search
15,13,4,1,1,0,0,case_search
14,2,1,0,1,0,0,case_search
9,7,5,0,0,0,1,network
13,20,4,1,0,0,1,network
13,14,3,1,1,0,0,case_search
14,12,0,0,0,1,0,hotspot
14,2,2,1,0,1,0,hotspot
12,10,4,1,1,0,0,case_search
11,14,4,1,1,0,0,case_search
3,3,5,1,0,1,0,hotspot
11,1,5,0,0,0,1,network
15,1,2,1,1,0,0,case_search
13,10,2,0,0,1,0,hotspot
2,18,3,0,0,1,0,hotspot
14,19,1,0,0,0,1,network
10,9,1,0,0,0,1,network
5,14,1,0,0,1,0,hotspot
10,18,3,1,1,0,0,case_search
7,6,4,1,0,0,1,network
9,1,4,1,0,1,0,hotspot
7,17,1,0,0,1,0,hotspot
10,9,1,0,0,1,0,hotspot
9,11,2,0,0,1,0,hotspot
14,18,3,1,0,0,1,network
6,8,2,1,0,1,0,hotspot
11,17,0,1,0,0,1,network
3,19,3,1,0,0,1,network
12,15,0,1,0,0,1,network
11,1,2,1,0,1,0,hotspot
12,17,4,1,0,0,1,network
5,11,3,0,0,0,1,network
12,3,0,1,1,0,0,case_search
10,19,3,0,1,0,0,case_search
2,1,1,1,0,1,0,hotspot
4,11,5,0,0,1,0,hotspot
11,14,0,1,0,0,1,network
11,6,5,0,0,1,0,hotspot
8,15,3,1,0,0,1,network
15,8,1,0,0,1,0,hotspot
10,2,3,1,1,0,0,case_search
4,3,4,0,0,0,1,network
2,8,2,1,0,1,0,hotspot
10,10,3,0,0,1,0,hotspot
1,17,4,0,0,1,0,hotspot
8,8,0,0,0,0,1,network
2,15,1,0,0,0,1,network
9,14,1,0,0,0,1,network
12,10,2,1,0,1,0,hotspot
10,15,3,1,0,0,1,network
4,9,3,1,1,0,0,case_search
3,7,5,1,0,1,0,hotspot
1,5,1,0,0,0,1,network
13,20,0,1,0,0,1,network
13,6,2,1,0,0,1,network
9,4,5,0,0,0,1,network
4,13,1,0,1,0,0,case_search
12,4,4,0,1,0,0,case_search
4,20,4,0,0,0,1,network
11,5,4,1,0,0,1,network
5,11,1,1,1,0,0,case_search
2,7,4,1,0,1,0,hotspot
12,11,2,0,0,1,0,hotspot
10,13,1,1,0,0,1,network
11,12,0,1,0,0,1,network
12,10,4,0,1,0,0,case_search
2,2,3,1,1,0,0,case_search
7,18,1,0,0,0,1,network
15,8,5,0,0,1,0,hotspot
5,7,3,0,1,0,0,case_search
3,3,2,0,0,0,1,network
1,8,5,0,0,1,0,hotspot
13,7,2,1,0,0,1,network
6,7,0,1,0,1,0,hotspot
11,13,1,0,0,1,0,hotspot
1,6,0,0,0,0,1,network
9,6,1,1,0,1,0,hotspot
8,6,5,1,0,0,1,network
14,20,0,1,1,0,0,case_search
6,19,5,0,0,1,0,hotspot
10,7,1,1,0,1,0,hotspot
1,16,5,1,0,1,0,hotspot
3,1,2,0,0,0,1,network
4,8,1,1,0,0,1,network
5,14,1,1,1,0,0,case_search
10,18,5,1,0,0,1,network
3,14,5,0,1,0,0,case_search
12,4,0,0,0,1,0,hotspot
12,17,0,0,0,1,0,hotspot
12,15,4,0,0,1,0,hotspot
13,10,2,0,1,0,0,case_search
9,6,5,1,1,0,0,case_search
13,2,2,0,0,0,1,network
4,20,1,0,0,0,1,network
9,4,3,0,1,0,0,case_search
7,9,5,1,0,1,0,hotspot
15,16,4,0,0,1,0,hotspot
15,20,0,1,1,0,0,case_search
4,16,0,1,1,0,0,case_search
1,15,5,0,0,1,0,hotspot
12,4,0,1,1,0,0,case_search
5,12,2,0,1,0,0,case_search
6,16,2,0,1,0,0,case_search
11,12,0,0,0,0,1,network
12,17,3,1,0,1,0,hotspot
7,20,0,1,1,0,0,case_search
2,18,2,1,0,1,0,hotspot
12,11,1,0,1,0,0,case_search
11,10,3,0,0,1,0,hotspot
12,1,0,1,0,0,1,network
12,11,1,0,0,0,1,network
14,15,1,0,0,1,0,hotspot
11,17,1,0,0,1,0,hotspot
14,6,4,1,0,0,1,network
1,9,0,1,1,0,0,case_search
9,14,0,0,0,0,1,network
5,13,2,1,1,0,0,case_search
11,19,3,1,0,0,1,network
7,14,3,0,0,1,0,hotspot
11,1,2,0,0,1,0,hotspot
4,14,4,1,0,0,1,network
10,16,2,1,0,0,1,network
5,4,1,0,1,0,0,case_search
9,18,1,1,0,0,1,network
6,7,1,0,1,0,0,case_search
1,13,1,0,0,1,0,hotspot
6,11,1,1,0,1,0,hotspot
14,11,5,0,1,0,0,case_search
15,8,1,1,0,1,0,hotspot
12,16,0,0,1,0,0,case_search
6,9,1,1,0,0,1,network
10,10,1,0,0,1,0,hotspot
1,9,1,1,0,0,1,network
15,15,5,1,0,0,1,network
3,4,0,0,0,0,1,network
5,5,3,0,1,0,0,case_search
3,3,5,1,0,1,0,hotspot
10,18,5,0,0,1,0,hotspot
10,6,3,0,0,1,0,hotspot
3,5,5,0,0,1,0,hotspot
5,17,2,0,0,1,0,hotspot
4,3,1,0,0,1,0,hotspot
14,18,2,1,0,0,1,network
3,10,4,1,0,1,0,hotspot
6,12,1,1,0,0,1,network
11,9,1,1,1,0,0,case_search
14,17,3,0,0,1,0,hotspot
15,8,5,0,0,1,0,hotspot
3,18,1,0,0,0,1,network
6,13,1,0,0,1,0,hotspot
10,2,5,1,1,0,0,case_search
8,4,3,0,0,1,0,hotspot
15,5,0,0,0,0,1,network
4,2,3,1,1,0,0,case_search
7,15,0,1,0,1,0,hotspot
7,18,3,1,1,0,0,case_search
9,5,3,0,1,0,0,case_search
8,18,4,0,1,0,0,case_search
7,2,5,0,0,1,0,hotspot
2,19,2,1,0,0,1,network
3,14,0,0,0,0,1,network
14,8,5,1,0,1,0,hotspot
13,12,2,0,1,0,0,case_search
13,3,4,0,0,0,1,network
3,9,1,1,1,0,0,case_search
11,18,2,0,0,0,1,network
3,19,5,0,0,1,0,hotspot
11,5,0,0,0,0,1,network
2,13,2,0,0,1,0,hotspot
1,5,4,0,0,1,0,hotspot
8,11,0,0,0,0,1,network
8,13,3,0,0,0,1,network
12,14,1,1,1,0,0,case_search
1,11,2,0,1,0,0,case_search
10,8,4,1,0,0,1,network
12,7,4,0,1,0,0,case_search
2,6,4,0,1,0,0,case_search
1,3,4,0,1,0,0,case_search
7,13,1,0,1,0,0,case_search
3,15,2,0,1,0,0,case_search
6,1,1,0,0,1,0,hotspot
11,16,5,1,0,0,1,network
14,3,5,1,0,1,0,hotspot
13,6,2,0,1,0,0,case_search
8,9,3,1,0,1,0,hotspot
4,4,5,0,1,0,0,case_search
5,4,3,1,1,0,0,case_search
11,14,3,0,1,0,0,case_search
6,12,2,1,1,0,0,case_search
7,19,4,0,0,0,1,network
13,19,0,0,0,0,1,network
13,11,5,1,1,0,0,case_search
7,1,1,1,0,1,0,hotspot
7,14,5,1,1,0,0,case_search
11,12,5,1,1,0,0,case_search
9,18,1,0,0,0,1,network
11,17,3,0,1,0,0,case_search
3,16,2,0,1,0,0,case_search
9,10,2,0,0,0,1,network
4,9,5,1,0,1,0,hotspot
15,11,4,1,0,1,0,hotspot
1,12,2,1,1,0,0,case_search
3,10,0,1,0,1,0,hotspot
11,20,0,1,0,0,1,network
5,19,4,0,0,0,1,network
15,1,4,0,1,0,0,case_search
7,8,0,1,0,0,1,network
14,12,2,1,0,0,1,network
1,19,3,1,0,1,0,hotspot
15,5,2,1,0,0,1,network
11,3,1,0,1,0,0,case_search
1,12,5,0,1,0,0,case_search
11,18,5,1,0,0,1,network
4,15,3,1,0,0,1,network
13,11,1,0,0,1,0,hotspot
1,8,5,1,1,0,0,case_search
4,18,2,0,0,1,0,hotspot
14,13,3,1,1,0,0,case_search
12,15,5,1,1,0,0,case_search
4,20,0,0,0,1,0,hotspot
4,15,4,1,0,0,1,network
10,6,2,0,1,0,0,case_search
4,14,0,1,0,0,1,network
1,4,1,1,0,1,0,hotspot
1,4,2,0,0,0,1,network
4,13,0,0,0,1,0,hotspot
6,11,3,1,0,0,1,network
14,10,5,0,0,0,1,network
12,4,1,1,1,0,0,case_search
12,13,1,0,1,0,0,case_search
10,18,5,0,1,0,0,case_search
6,10,3,1,0,0,1,network
15,20,3,0,0,0,1,network
10,1,0,1,0,0,1,network
6,7,3,0,0,1,0,hotspot
6,11,1,0,1,0,0,case_search
14,5,5,1,0,0,1,network
3,16,5,0,0,0,1,network
11,4,3,0,1,0,0,case_search
2,9,5,1,0,0,1,network
14,13,2,0,0,0,1,network
15,18,2,1,0,1,0,hotspot
15,18,2,1,1,0,0,case_search
11,20,0,0,0,0,1,network
14,7,4,0,0,0,1,network
3,9,2,0,0,1,0,hotspot
14,6,3,0,0,0,1,network
13,17,2,1,0,1,0,hotspot
3,8,0,1,0,1,0,hotspot
6,10,0,0,0,0,1,network
3,18,1,1,0,0,1,network
7,10,0,1,0,0,1,network
8,17,3,0,1,0,0,case_search
6,14,2,1,0,1,0,hotspot
14,2,4,1,0,1,0,hotspot
9,20,5,0,1,0,0,case_search
13,11,5,0,0,1,0,hotspot
11,4,0,0,1,0,0,case_search
9,2,2,1,0,0,1,network
9,16,2,0,0,0,1,network
9,20,4,1,0,1,0,hotspot
9,10,0,0,1,0,0,case_search
11,3,2,1,0,1,0,hotspot
2,14,0,0,1,0,0,case_search
13,6,0,0,1,0,0,case_search
15,13,5,1,0,1,0,hotspot
4,5,1,0,0,0,1,network
5,8,2,1,1,0,0,case_search
1,2,4,0,1,0,0,case_search
8,1,2,1,1,0,0,case_search
4,2,5,0,0,0,1,network
2,14,2,0,0,0,1,network
14,2,5,1,1,0,0,case_search
1,13,0,0,0,0,1,network
5,13,5,0,0,1,0,hotspot
7,1,0,0,1,0,0,case_search
10,15,5,1,0,1,0,hotspot
10,17,3,1,1,0,0,case_search
11,4,4,1,0,0,1,network
12,10,2,0,1,0,0,case_search
6,2,1,1,1,0,0,case_search
11,10,5,1,1,0,0,case_search
15,8,0,1,0,0,1,network
15,7,0,1,0,0,1,network
5,2,2,1,0,0,1,network
14,13,2,0,0,1,0,hotspot
14,19,5,0,0,0,1,network
4,18,5,1,1,0,0,case_search
3,13,0,0,0,1,0,hotspot
5,17,1,1,0,1,0,hotspot
8,9,3,0,0,0,1,network
4,2,2,1,1,0,0,case_search
9,8,4,0,0,1,0,hotspot
13,3,2,0,1,0,0,case_search
8,15,0,0,1,0,0,case_search
9,12,0,1,1,0,0,case_search
7,9,0,1,0,1,0,hotspot
7,19,5,1,1,0,0,case_search
4,19,3,1,0,1,0,hotspot
13,3,2,1,0,0,1,network
1,20,2,0,0,0,1,network
7,4,3,0,0,0,1,network
7,9,5,1,1,0,0,case_search
9,20,1,1,0,0,1,network
1,11,0,1,0,0,1,network
8,13,1,0,0,0,1,network
12,7,5,0,0,1,0,hotspot
1,16,5,1,0,1,0,hotspot
15,4,0,1,0,1,0,hotspot
7,17,5,0,0,0,1,network
9,8,3,1,0,1,0,hotspot
5,19,5,1,0,0,1,network
2,20,0,1,0,1,0,hotspot
1,11,1,0,0,1,0,hotspot
7,3,4,0,1,0,0,case_search
3,4,2,0,0,1,0,hotspot
10,18,1,1,0,0,1,network
11,16,2,0,0,0,1,network
3,9,0,1,0,1,0,hotspot
4,11,0,0,0,0,1,network
1,6,1,0,0,1,0,hotspot
11,2,3,1,0,1,0,hotspot
4,16,5,1,1,0,0,case_search
15,15,1,1,0,1,0,hotspot
3,17,0,1,1,0,0,case_search
10,13,2,0,0,0,1,network
1,3,3,1,0,1,0,hotspot
8,13,4,0,1,0,0,case_search
3,12,1,1,0,1,0,hotspot
6,15,1,1,1,0,0,case_search
15,6,2,0,1,0,0,case_search
6,15,3,1,0,1,0,hotspot
8,19,3,1,0,0,1,network
6,9,4,0,0,1,0,hotspot
7,10,3,0,0,0,1,network
5,7,1,1,0,1,0,hotspot
15,7,3,1,0,1,0,hotspot
8,8,2,0,0,0,1,network
4,7,1,0,0,0,1,network
10,8,5,0,0,0,1,network
3,3,3,0,1,0,0,case_search
13,5,1,1,0,0,1,network
10,15,5,0,0,1,0,hotspot
2,10,3,1,0,1,0,hotspot
12,14,0,0,0,1,0,hotspot
12,14,4,0,0,0,1,network
8,16,4,1,0,0,1,network
6,5,3,1,0,1,0,hotspot
3,11,2,0,1,0,0,case_search
13,3,5,1,0,1,0,hotspot
12,2,5,1,0,0,1,network
10,5,3,1,0,0,1,network
10,1,5,1,0,1,0,hotspot
8,17,4,1,1,0,0,case_search
7,16,5,0,1,0,0,case_search
8,16,3,1,0,0,1,network
12,4,1,1,0,0,1,network
2,3,4,0,0,0,1,network
7,5,5,1,0,1,0,hotspot
4,8,2,0,0,0,1,network
15,17,5,1,0,1,0,hotspot
3,20,2,0,0,1,0,hotspot
11,15,2,1,0,0,1,network
1,15,0,0,0,1,0,hotspot
13,11,4,1,1,0,0,case_search
12,7,0,0,1,0,0,case_search
14,17,4,0,0,1,0,hotspot
10,4,4,0,0,1,0,hotspot
11,5,3,0,1,0,0,case_search
13,17,0,1,1,0,0,case_search
8,4,1,1,0,0,1,network
14,17,1,0,1,0,0,case_search
13,8,1,0,1,0,0,case_search
9,10,5,1,1,0,0,case_search
11,13,0,1,0,0,1,network
7,20,1,1,0,0,1,network
6,4,1,1,0,1,0,hotspot
8,6,0,1,0,0,1,network
2,2,3,1,1,0,0,case_search
3,1,4,1,0,0,1,network
9,12,1,0,0,0,1,network
4,2,3,1,0,0,1,network
11,8,5,0,1,0,0,case_search
9,12,3,0,0,1,0,hotspot
5,15,2,0,0,1,0,hotspot
1,18,0,1,0,1,0,hotspot
3,8,0,0,0,0,1,network
15,17,0,1,1,0,0,case_search
11,17,0,1,1,0,0,case_search
2,2,4,1,0,0,1,network
7,3,3,0,0,0,1,network
3,3,2,0,0,1,0,hotspot
2,19,3,0,0,0,1,network
8,11,3,0,0,0,1,network
4,10,5,1,1,0,0,case_search
11,12,2,1,0,1,0,hotspot
4,13,1,1,0,1,0,hotspot
2,19,4,1,0,0,1,network
15,10,5,1,1,0,0,case_search
6,16,4,1,0,0,1,network
13,12,3,1,0,1,0,hotspot
15,7,1,0,0,1,0,hotspot
12,4,2,1,0,1,0,hotspot
7,8,5,0,0,1,0,hotspot
5,15,3,0,1,0,0,case_search
2,12,0,1,1,0,0,case_search
11,16,1,0,0,1,0,hotspot
11,7,3,1,1,0,0,case_search
7,18,0,1,0,1,0,hotspot
6,8,5,1,0,0,1,network
3,18,1,1,0,1,0,hotspot
3,9,2,0,0,1,0,hotspot
1,3,2,0,1,0,0,case_search
11,17,4,1,0,1,0,hotspot
9,5,5,0,0,0,1,network
5,9,2,0,0,0,1,network
11,20,3,1,1,0,0,case_search
15,5,3,1,0,1,0,hotspot
3,14,5,1,0,1,0,hotspot
9,16,1,1,1,0,0,case_search
11,14,3,1,0,1,0,hotspot
5,13,3,0,1,0,0,case_search
14,16,5,1,0,1,0,hotspot
14,2,4,0,1,0,0,case_search
2,8,4,1,1,0,0,case_search
4,9,3,0,0,1,0,hotspot
1,16,2,0,0,1,0,hotspot
10,4,0,0,1,0,0,case_search
7,11,2,0,0,0,1,network
2,12,0,0,0,1,0,hotspot
13,11,3,1,0,1,0,hotspot
14,12,1,1,1,0,0,case_search
13,12,2,1,0,0,1,network
5,11,5,1,0,0,1,network
5,18,4,0,0,1,0,hotspot
1,9,5,1,0,1,0,hotspot
9,5,4,0,0,1,0,hotspot
6,6,2,1,0,1,0,hotspot
13,20,4,0,1,0,0,case_search
9,10,4,0,0,1,0,hotspot
2,4,3,1,0,1,0,hotspot
9,19,0,0,1,0,0,case_search
3,6,3,0,1,0,0,case_search
14,15,1,0,1,0,0,case_search
15,18,3,0,0,1,0,hotspot
12,1,3,1,0,1,0,hotspot
9,8,5,0,0,0,1,network
1,12,4,1,0,0,1,network
5,1,4,1,1,0,0,case_search
8,15,2,0,0,0,1,network
13,10,3,1,0,1,0,hotspot
13,13,0,1,0,0,1,network
12,17,5,1,0,0,1,network
8,15,2,1,0,0,1,network
9,10,1,1,1,0,0,case_search
10,11,2,1,0,1,0,hotspot
1,8,3,0,1,0,0,case_search
2,2,4,0,0,1,0,hotspot
3,19,5,0,0,1,0,hotspot
1,7,2,0,0,0,1,network
3,6,0,1,1,0,0,case_search
5,13,2,0,1,0,0,case_search
5,3,2,0,0,1,0,hotspot
10,16,3,0,0,0,1,network
4,18,5,0,0,0,1,network
4,5,3,1,0,0,1,network
9,15,2,1,0,0,1,network
5,2,0,1,1,0,0,case_search
8,10,2,0,0,0,1,network
1,1,5,0,0,1,0,hotspot
2,8,5,0,1,0,0,case_search
10,4,0,1,0,1,0,hotspot
10,15,4,0,0,1,0,hotspot
10,9,0,1,0,1,0,hotspot
10,6,0,1,0,1,0,hotspot
5,5,2,1,0,0,1,network
8,14,5,1,0,1,0,hotspot
4,2,2,0,0,1,0,hotspot
9,6,1,1,0,1,0,hotspot
15,7,3,0,1,0,0,case_search
2,14,3,0,0,0,1,network
11,10,0,0,0,0,1,network
7,20,4,0,1,0,0,case_search
14,8,0,0,1,0,0,case_search
8,6,2,1,1,0,0,case_search
12,11,1,0,1,0,0,case_search
15,4,5,1,1,0,0,case_search
6,12,3,0,1,0,0,case_search
3,18,0,1,0,1,0,hotspot
12,9,1,1,0,0,1,network
12,7,3,0,0,1,0,hotspot
2,3,5,0,0,0,1,network
13,1,2,0,0,0,1,network
7,14,3,0,0,1,0,hotspot
13,10,4,0,0,0,1,network
8,4,5,0,0,1,0,hotspot
13,5,3,1,1,0,0,case_search
5,16,2,1,1,0,0,case_search
2,8,3,0,0,1,0,hotspot
11,15,2,1,0,0,1,network
2,17,5,1,0,1,0,hotspot
11,20,3,1,0,0,1,network
7,3,3,0,1,0,0,case_search
9,1,3,1,0,0,1,network
14,13,3,0,0,0,1,network
13,17,4,1,1,0,0,case_search
6,10,2,0,0,0,1,network
9,2,3,1,0,1,0,hotspot
3,15,1,0,0,0,1,network
11,4,4,0,0,1,0,hotspot
2,13,0,0,0,1,0,hotspot
11,10,5,0,1,0,0,case_search
13,14,5,0,0,1,0,hotspot
11,13,5,1,0,0,1,network
2,15,1,1,1,0,0,case_search
3,6,3,0,1,0,0,case_search
5,15,1,0,0,0,1,network
7,15,1,0,0,1,0,hotspot
