target_month,station_id,district_id,month_number,current_count,lag_1,lag_2,lag_3,lag_12,rolling_mean_6,rolling_mean_12,rolling_std_12,anomaly_class
2024-12-01,126,5,12,9,6,8,9,6,6.667,6.75,2.454,0
2024-11-01,138,6,11,7,5,7,9,10,7.0,7.667,2.708,0
2025-03-01,3,1,3,27,15,21,14,17,16.833,18.167,3.07,1
2025-12-01,53,1,12,26,9,25,17,14,17.5,17.25,4.267,1
2024-11-01,31,1,11,12,18,17,19,13,16.833,17.833,4.366,0
2023-05-01,144,7,5,7,4,14,11,5,8.5,7.417,3.528,0
2025-02-01,85,1,2,17,25,19,26,15,21.167,20.417,4.252,0
2025-08-01,96,1,8,20,8,20,18,23,16.667,18.583,5.485,0
2025-07-01,72,1,7,21,24,23,20,14,18.5,17.583,4.833,0
2024-08-01,131,5,8,3,11,9,10,9,10.333,8.75,2.864,0
2024-03-01,63,1,3,18,15,15,25,20,18.333,18.083,5.299,0
2024-09-01,23,1,9,17,18,7,16,16,18.667,17.75,5.754,0
2025-08-01,121,4,8,12,6,6,4,5,6.167,6.583,1.975,1
2024-09-01,163,9,9,8,4,9,11,4,6.333,6.417,3.088,0
2023-03-01,114,3,3,8,5,4,13,9,6.0,6.417,2.712,0
2024-11-01,59,1,11,22,32,12,17,13,18.0,18.25,5.691,0
2025-07-01,115,3,7,8,5,11,7,2,5.333,6.0,3.275,0
2024-10-01,32,1,10,25,11,23,21,17,18.0,17.75,3.596,1
2024-05-01,33,1,5,28,16,23,14,21,17.667,17.667,3.892,1
2024-02-01,116,3,2,9,11,5,6,10,6.333,6.333,2.839,0
2025-11-01,114,3,11,13,9,10,8,11,7.167,7.667,2.57,1
2023-01-01,7,1,1,26,17,22,17,19,19.0,18.167,3.486,1
2023-02-01,106,2,2,8,7,3,7,11,5.5,7.417,2.968,0
2024-04-01,24,1,4,15,20,18,23,20,19.667,19.417,3.175,0
2023-09-01,157,9,9,8,6,6,4,4,5.333,4.75,1.422,1
2023-11-01,111,3,11,9,8,8,6,6,8.0,7.083,2.065,0
2024-09-01,106,2,9,8,10,8,10,10,9.333,7.833,2.25,0
2025-02-01,163,9,2,3,2,8,8,12,5.333,6.5,3.477,0
2023-12-01,58,1,12,17,19,19,23,21,19.167,18.5,3.06,0
2025-06-01,100,1,6,21,10,12,24,13,16.833,17.25,5.446,0
2023-10-01,65,1,10,14,18,16,16,20,16.167,17.167,3.433,0
2025-08-01,29,1,8,15,21,13,23,18,19.333,19.333,3.114,0
2025-11-01,94,1,11,16,10,12,21,10,16.333,16.0,4.612,0
2025-04-01,107,2,4,6,10,8,7,6,8.333,8.0,1.954,0
2024-07-01,17,1,7,19,26,17,17,20,18.167,18.5,3.477,0
2025-12-01,35,1,12,17,16,26,18,21,17.333,18.667,5.805,0
2025-01-01,94,1,1,11,21,10,22,26,18.0,19.5,6.317,0
2025-02-01,128,5,2,8,5,5,10,13,6.333,6.417,2.712,0
2023-10-01,143,7,10,12,4,11,9,5,6.0,6.083,2.712,1
2025-09-01,51,1,9,14,25,15,10,23,16.333,17.583,4.66,0
2024-10-01,136,6,10,5,5,6,5,7,6.5,6.917,2.193,0
2023-10-01,126,5,10,13,6,11,6,9,5.667,6.25,2.379,1
2025-10-01,56,1,10,11,23,15,19,22,17.333,18.667,5.087,0
2024-05-01,75,1,5,18,17,12,13,20,16.833,18.667,5.694,0
2023-04-01,2,1,4,27,15,13,21,9,17.0,16.583,4.542,1
2023-01-01,4,1,1,26,10,16,21,16,16.0,17.333,3.985,1
2024-12-01,106,2,12,7,10,3,8,5,8.167,7.917,2.353,0
2024-05-01,160,9,5,12,3,7,3,7,5.167,5.5,2.541,1
2024-05-01,31,1,5,11,24,14,18,22,18.833,18.917,4.502,0
2023-06-01,76,1,6,16,29,27,12,16,19.667,17.583,5.728,0
2025-07-01,83,1,7,20,19,16,15,9,19.667,18.5,5.266,0
2023-08-01,133,6,8,4,14,7,10,8,8.5,7.75,3.251,0
2024-11-01,81,1,11,11,19,23,14,18,18.333,17.75,4.267,0
2025-05-01,116,3,5,19,3,4,3,5,4.667,4.5,1.508,1
2025-08-01,82,1,8,20,13,19,25,26,17.833,19.167,5.474,0
2023-05-01,15,1,5,30,23,18,16,24,17.333,19.333,4.658,1
2025-07-01,125,5,7,6,10,3,6,4,7.667,6.167,2.855,0
2025-02-01,122,4,2,4,7,8,8,7,9.667,7.5,3.261,0
2024-03-01,51,1,3,20,21,17,25,13,23.167,20.667,4.519,0
2024-05-01,80,1,5,18,23,13,11,20,15.833,16.75,4.957,0
2024-11-01,51,1,11,19,19,23,25,28,20.0,21.083,5.035,0
2023-11-01,10,1,11,19,16,8,8,21,16.667,16.833,5.718,0
2024-08-01,102,2,8,3,11,7,9,11,7.667,8.0,2.796,0
2025-06-01,63,1,6,21,23,18,17,23,19.167,19.417,3.704,0
2023-12-01,36,1,12,23,15,15,22,18,19.0,18.0,3.411,0
2025-08-01,19,1,8,15,18,19,13,18,20.167,18.333,5.193,0
2024-12-01,9,1,12,24,16,21,12,24,16.667,18.583,5.418,0
2024-05-01,134,6,5,12,3,5,7,5,5.667,6.167,1.642,1
2023-06-01,151,8,6,13,9,5,3,5,6.0,5.917,2.811,1
2023-12-01,13,1,12,26,15,17,20,20,18.5,17.0,3.861,1
2024-01-01,160,9,1,2,6,10,7,6,6.0,6.5,2.067,0
2023-09-01,24,1,9,14,17,26,18,24,20.333,19.917,3.232,0
2024-03-01,23,1,3,26,13,23,14,17,16.833,17.417,3.288,1
2025-12-01,89,1,12,24,27,19,22,17,24.833,21.583,5.143,0
2025-12-01,58,1,12,29,19,23,17,22,16.667,18.917,4.188,1
2023-10-01,13,1,10,17,20,15,24,22,17.5,17.833,4.108,0
2023-01-01,27,1,1,28,18,26,20,21,19.833,19.583,2.999,1
2023-03-01,59,1,3,20,13,15,28,22,19.5,19.083,4.42,0
2023-02-01,116,3,2,10,5,6,6,5,6.0,6.083,1.443,1
2025-07-01,68,1,7,27,14,13,18,16,18.333,17.167,4.549,1
2025-02-01,155,8,2,5,7,7,7,7,8.167,7.833,2.552,0
2023-08-01,65,1,8,16,16,13,23,12,16.333,16.5,3.802,0
2023-12-01,21,1,12,17,15,20,16,25,19.167,20.167,4.282,0
2024-10-01,37,1,10,25,18,17,20,24,19.167,19.417,2.466,1
2023-09-01,1,1,9,19,20,19,17,16,20.0,20.583,4.055,0
2023-12-01,155,8,12,9,3,8,6,7,7.5,7.667,2.229,0
2024-04-01,8,1,4,17,20,33,24,27,24.5,21.917,5.452,0
2023-09-01,128,5,9,5,8,10,6,9,6.833,6.75,1.765,0
2024-01-01,18,1,1,21,22,14,17,22,20.0,19.25,4.137,0
2024-06-01,135,6,6,10,10,7,8,8,7.167,6.75,1.712,0
2024-06-01,21,1,6,15,20,28,19,19,20.0,19.583,3.554,0
2023-09-01,47,1,9,18,14,18,15,7,17.833,16.583,3.942,0
2024-12-01,13,1,12,13,8,20,18,26,17.0,18.167,5.202,0
2023-07-01,84,1,7,20,22,19,12,19,18.167,17.167,3.538,0
2025-03-01,51,1,3,19,17,21,14,20,18.833,19.417,4.641,0
2024-02-01,3,1,2,19,17,17,16,17,18.667,18.167,3.353,0
2023-02-01,126,5,2,6,8,6,8,8,7.5,7.333,1.155,0
2025-02-01,64,1,2,13,20,18,22,15,20.5,18.917,3.343,0
2025-10-01,99,1,10,12,23,16,12,19,16.167,15.917,3.476,0
2024-09-01,164,9,9,11,7,5,9,7,6.833,6.333,2.015,1
2023-10-01,18,1,10,17,24,20,23,14,21.667,19.083,4.144,0
2025-09-01,144,7,9,7,7,5,10,9,7.333,7.0,2.335,0
2025-08-01,85,1,8,18,15,16,18,25,17.167,19.167,4.019,0
2023-10-01,44,1,10,19,16,17,15,21,17.667,19.583,4.188,0
2023-10-01,153,8,10,8,6,9,8,9,6.667,6.333,2.015,0
2024-05-01,8,1,5,18,17,20,33,17,23.5,21.083,5.368,0
2024-03-01,38,1,3,20,21,17,22,26,18.5,19.167,3.834,0
2023-10-01,34,1,10,23,20,30,23,13,22.667,20.167,5.718,0
2023-07-01,29,1,7,30,18,18,17,20,16.333,16.583,3.423,1
2023-12-01,154,8,12,4,3,7,4,6,6.333,6.667,3.284,0
2024-08-01,134,6,8,5,6,6,12,6,6.5,6.75,2.301,0
2023-09-01,50,1,9,28,13,16,16,16,17.333,17.167,3.186,1
2025-12-01,31,1,12,25,13,22,20,18,17.667,17.25,5.643,0
2023-03-01,61,1,3,21,17,16,11,13,16.333,15.833,3.834,0
2025-07-01,80,1,7,27,25,23,13,15,19.667,19.583,3.988,0
2023-07-01,108,2,7,11,6,7,8,7,7.0,6.833,2.038,1
2024-05-01,146,7,5,13,10,6,4,9,6.667,7.083,2.234,1
2023-03-01,156,8,3,6,6,6,6,9,5.833,6.917,2.065,0
2023-04-01,31,1,4,15,18,17,26,18,19.667,18.333,3.525,0
2023-04-01,102,2,4,6,3,3,8,7,6.833,6.083,2.392,0
2023-02-01,146,7,2,10,10,6,5,6,7.0,7.5,3.06,0
2025-02-01,49,1,2,14,19,22,11,18,15.667,17.083,4.274,0
2023-04-01,21,1,4,19,28,13,20,24,21.333,20.75,3.934,0
2024-01-01,13,1,1,19,26,15,17,19,19.5,17.5,4.602,0
2024-05-01,13,1,5,22,11,17,21,15,18.167,18.333,4.207,0
2025-02-01,116,3,2,3,5,5,8,9,5.0,5.667,1.969,0
2024-04-01,62,1,4,11,22,23,21,17,19.833,18.083,2.937,0
2024-09-01,101,2,9,14,7,9,11,5,7.167,6.917,2.151,1
2023-02-01,8,1,2,15,16,17,28,17,18.5,19.75,4.693,0
2023-10-01,17,1,10,15,17,21,20,15,20.5,19.75,4.093,0
2024-10-01,61,1,10,27,20,11,11,20,16.5,18.25,3.745,1
2024-04-01,92,1,4,21,18,19,25,17,20.667,19.417,4.461,0
2024-01-01,102,2,1,7,5,11,11,8,8.667,6.917,2.999,0
2023-01-01,127,5,1,14,6,11,6,9,6.667,7.333,2.06,1
2024-11-01,9,1,11,16,21,12,23,24,15.667,19.25,5.562,0
2025-09-01,61,1,9,11,25,17,21,20,19.0,19.917,5.143,0
2024-10-01,24,1,10,23,20,13,18,17,16.333,18.0,3.015,0
2025-09-01,111,3,9,12,10,7,7,5,7.0,6.417,1.73,1
2023-08-01,155,8,8,10,8,10,10,7,8.833,7.917,1.73,0
2025-06-01,164,9,6,8,8,7,9,9,6.167,6.917,2.539,0
2024-07-01,155,8,7,5,11,12,4,8,8.0,7.667,2.674,0
2025-07-01,87,1,7,14,25,23,13,14,20.0,19.667,5.914,0
2024-02-01,27,1,2,20,18,15,20,16,16.167,16.5,2.355,0
2023-12-01,87,1,12,15,20,17,17,14,18.5,17.083,3.088,0
2025-01-01,101,2,1,16,8,5,6,6,8.167,7.417,2.937,1
2023-12-01,78,1,12,26,20,20,17,23,18.5,17.917,3.315,1
2023-04-01,119,4,4,4,7,7,7,7,5.667,6.5,1.931,0
2024-02-01,44,1,2,24,12,16,19,21,16.5,17.25,3.194,1
2024-07-01,71,1,7,20,28,18,18,21,20.667,20.0,3.568,0
2023-01-01,56,1,1,22,16,17,13,14,18.0,17.75,4.555,0
2025-12-01,25,1,12,15,17,11,22,13,18.167,18.0,4.553,0
2023-12-01,93,1,12,31,23,23,16,24,19.167,20.5,4.815,1
2024-07-01,130,5,7,12,5,9,11,7,7.667,7.25,2.094,1
2023-10-01,159,9,10,12,4,7,5,6,5.333,6.417,2.234,1
2023-04-01,155,8,4,7,10,8,5,8,7.167,8.083,1.929,0
2023-10-01,61,1,10,20,14,20,18,24,18.667,17.917,3.753,0
2025-04-01,46,1,4,17,12,12,22,17,15.333,16.0,4.221,0
2024-07-01,53,1,7,28,16,18,12,18,17.0,16.75,3.745,1
2025-11-01,144,7,11,8,9,7,7,7,8.167,7.0,2.335,0
2024-10-01,108,2,10,10,3,7,7,10,6.167,6.667,2.871,0
2025-11-01,112,3,11,2,5,11,11,8,8.5,8.333,1.923,0
2023-08-01,128,5,8,8,10,6,7,8,6.333,6.75,1.765,0
2025-03-01,39,1,3,19,19,12,15,15,16.833,17.75,3.166,0
2024-06-01,33,1,6,23,28,16,23,17,19.667,18.25,4.845,0
2023-03-01,133,6,3,6,10,7,3,6,7.333,7.0,2.594,0
2025-03-01,157,9,3,12,4,8,7,10,6.667,7.0,2.089,1
2025-04-01,77,1,4,17,18,22,22,9,19.5,18.417,4.295,0
2024-09-01,85,1,9,18,25,22,18,15,21.333,20.333,4.313,0
2025-01-01,125,5,1,13,4,5,5,6,4.667,5.583,2.429,1
2025-09-01,24,1,9,16,21,21,16,20,19.5,19.667,2.348,0
2024-02-01,70,1,2,20,27,22,28,14,24.667,21.583,5.744,0
2025-10-01,158,9,10,11,6,10,7,7,7.833,6.5,2.111,1
2025-09-01,149,8,9,4,7,9,9,7,7.5,8.0,1.954,0
2023-10-01,15,1,10,21,23,17,22,11,21.333,18.333,5.28,0
2024-08-01,130,5,8,13,12,5,9,5,8.5,7.667,2.498,1
2025-08-01,102,2,8,5,4,9,5,3,7.333,7.083,3.579,0
2023-08-01,36,1,8,24,18,20,21,21,18.333,17.667,3.114,1
2023-08-01,52,1,8,23,19,18,21,15,17.0,16.417,3.147,1
2025-06-01,79,1,6,16,17,15,14,20,17.333,16.833,2.855,0
2024-09-01,17,1,9,25,15,19,26,17,18.667,17.917,3.476,1
2023-12-01,118,4,12,7,5,8,5,5,6.5,6.083,1.881,0
2024-03-01,119,4,3,6,3,6,6,7,6.167,6.833,2.29,0
2023-12-01,53,1,12,18,15,18,9,16,17.5,17.5,4.927,0
2023-11-01,96,1,11,18,24,15,17,23,20.667,20.0,4.533,0
2023-08-01,92,1,8,13,19,20,26,15,20.0,18.417,3.679,0
2023-09-01,57,1,9,22,16,19,19,18,15.0,17.0,3.838,0
2023-03-01,40,1,3,29,10,24,16,16,18.0,17.583,3.63,1
2023-12-01,47,1,12,24,17,16,18,15,16.333,17.333,2.348,1
2023-08-01,18,1,8,20,23,21,19,15,18.667,18.0,4.0,0
2024-09-01,46,1,9,26,15,15,13,16,16.0,17.0,3.303,1
2023-11-01,34,1,11,20,23,20,30,18,22.833,21.0,5.292,0
2025-12-01,91,1,12,14,16,15,22,24,17.833,18.833,4.366,0
2025-08-01,135,6,8,3,7,6,5,7,6.0,6.5,1.834,0
2025-10-01,66,1,10,14,22,25,17,19,18.667,18.333,4.539,0
2025-01-01,95,1,1,25,22,20,22,16,19.167,19.25,4.137,0
2024-06-01,161,9,6,11,8,10,8,8,5.667,7.333,3.085,0
2023-07-01,109,3,7,10,10,2,7,12,8.333,7.667,3.085,0
2024-06-01,70,1,6,12,18,15,26,11,21.333,22.25,5.512,0
2025-10-01,100,1,10,16,22,22,18,17,17.5,18.333,5.483,0
2025-05-01,150,8,5,11,8,2,11,9,7.167,7.667,3.143,0
2023-07-01,56,1,7,27,22,18,14,25,18.833,18.417,4.166,1
2025-01-01,80,1,1,21,22,21,18,24,19.5,19.083,4.188,0
2024-11-01,22,1,11,19,14,16,20,20,16.333,16.917,3.37,0
2023-01-01,31,1,1,26,20,19,18,21,17.833,17.917,3.605,1
2023-04-01,147,7,4,12,9,9,6,8,6.167,6.0,2.132,1
2024-11-01,114,3,11,11,10,7,3,6,6.667,6.5,3.119,0
2023-11-01,126,5,11,14,13,6,11,8,7.167,6.583,2.999,1
2025-02-01,120,4,2,11,8,5,6,4,7.0,6.5,2.236,1
2024-01-01,83,1,1,25,10,22,11,14,15.0,15.167,4.303,1
2023-08-01,55,1,8,13,12,16,17,20,17.0,18.0,3.275,0
2024-02-01,49,1,2,18,24,14,20,12,18.833,17.583,5.316,0
2024-05-01,66,1,5,24,17,15,17,17,17.667,17.833,2.725,1
2023-09-01,6,1,9,18,14,14,16,10,15.0,15.083,4.699,0
2025-11-01,130,5,11,12,8,5,5,6,5.5,6.667,2.425,1
2023-06-01,66,1,6,20,17,19,20,21,17.0,16.833,3.689,0
2023-12-01,6,1,12,27,20,24,18,11,17.667,15.667,3.985,1
2023-09-01,102,2,9,5,11,9,6,6,6.667,7.0,2.663,0
2024-06-01,1,1,6,17,19,16,19,17,16.833,16.833,2.588,0
2024-07-01,73,1,7,22,17,18,16,18,17.833,17.75,2.864,0
2025-01-01,92,1,1,20,19,21,19,25,18.667,19.0,3.908,0
2024-09-01,145,7,9,6,5,9,6,7,6.833,7.917,2.968,0
2023-03-01,75,1,3,16,21,17,26,11,17.5,18.667,5.581,0
2023-10-01,41,1,10,19,24,19,23,27,19.333,19.833,4.802,0
2023-02-01,130,5,2,10,4,5,5,13,7.167,7.083,2.875,0
2024-08-01,82,1,8,26,15,19,21,15,18.167,17.5,2.153,1
2024-11-01,12,1,11,17,24,21,15,22,20.0,20.0,3.593,0
2025-06-01,140,6,6,7,12,10,5,8,7.833,7.583,3.029,0
2023-09-01,154,8,9,4,8,10,6,5,6.667,6.833,3.129,0
2024-02-01,100,1,2,24,24,15,10,13,16.333,16.583,3.605,1
2025-06-01,48,1,6,18,18,20,14,18,17.0,17.25,2.864,0
2025-09-01,151,8,9,10,7,4,7,6,5.833,6.25,2.179,0
2024-02-01,93,1,2,14,12,31,23,13,21.0,20.5,6.201,0
2023-06-01,105,2,6,5,6,3,13,5,6.5,6.333,3.085,0
2024-06-01,4,1,6,25,15,18,19,19,18.5,17.667,3.257,1
2023-08-01,8,1,8,15,23,18,17,20,19.833,19.167,4.726,0
2024-07-01,149,8,7,8,4,5,6,7,6.0,5.917,2.539,0
2025-11-01,55,1,11,19,13,18,26,16,21.167,20.083,4.122,0
2025-10-01,102,2,10,3,6,5,4,9,6.667,7.583,3.029,0
2025-06-01,155,8,6,5,6,9,5,11,6.5,7.5,2.236,0
2025-11-01,73,1,11,12,16,16,12,9,13.5,16.167,5.557,0
2024-05-01,135,6,5,10,7,8,7,4,6.333,6.25,1.545,1
2023-06-01,40,1,6,20,27,30,29,17,22.667,20.167,6.235,0
2024-07-01,114,3,7,10,6,4,13,4,5.833,5.583,2.61,0
2025-11-01,81,1,11,12,19,15,13,11,16.833,17.333,5.483,0
2023-04-01,81,1,4,17,22,13,16,19,20.0,19.083,4.209,0
2023-01-01,54,1,1,16,24,13,20,23,18.833,18.5,4.011,0
2024-10-01,99,1,10,19,21,24,18,17,21.0,18.583,3.825,0
2023-02-01,93,1,2,13,19,24,14,14,17.0,18.167,4.196,0
2023-07-01,138,6,7,4,10,7,5,3,8.167,7.667,2.708,0
2025-02-01,7,1,2,12,18,15,13,20,18.5,18.833,3.881,0
2025-05-01,158,9,5,7,6,5,4,5,5.0,5.917,1.443,0
2025-12-01,117,4,12,3,5,7,11,6,7.833,7.417,2.678,0
2025-11-01,82,1,11,20,23,16,20,8,19.333,17.917,4.68,0
2024-10-01,121,4,10,11,5,5,5,8,5.0,6.083,1.929,1
2023-09-01,122,4,9,12,5,3,3,7,4.833,5.917,1.881,1
2025-08-01,52,1,8,19,24,18,24,21,20.5,20.5,2.611,0
2023-01-01,115,3,1,14,7,7,8,8,7.833,7.75,1.913,1
2024-10-01,41,1,10,24,23,22,16,19,19.0,18.917,2.429,1
2024-07-01,84,1,7,26,18,15,19,20,16.667,17.167,3.973,1
2023-09-01,20,1,9,17,17,24,11,13,18.667,18.083,4.582,0
2025-09-01,88,1,9,15,18,19,17,25,18.5,19.417,4.1,0
2024-06-01,155,8,6,11,12,4,6,10,7.667,7.583,2.575,0
2023-04-01,76,1,4,27,12,17,21,15,14.5,16.167,3.881,1
2025-07-01,15,1,7,11,15,8,16,16,15.333,16.583,4.122,0
2025-09-01,147,7,9,8,5,4,10,8,7.167,7.417,3.704,0
2024-07-01,138,6,7,8,9,4,11,4,7.333,7.0,3.015,0
2024-06-01,3,1,6,19,19,19,17,22,18.0,18.583,3.088,0
2023-03-01,14,1,3,18,29,16,17,17,18.833,18.0,5.673,0
2025-09-01,37,1,9,14,23,11,16,18,18.5,18.917,3.942,0
2023-04-01,35,1,4,23,22,19,19,25,20.333,19.75,3.306,0
2025-01-01,36,1,1,14,14,26,15,18,18.667,18.5,4.871,0
2023-04-01,118,4,4,7,4,3,9,9,5.5,6.167,1.899,0
2024-10-01,1,1,10,26,13,19,15,14,16.5,15.917,2.466,1
2024-04-01,139,6,4,6,6,12,5,7,8.0,7.833,3.243,0
2024-04-01,58,1,4,24,9,13,15,14,15.333,16.917,3.848,0
2023-01-01,37,1,1,18,19,25,10,22,19.667,18.25,5.154,0
2025-11-01,21,1,11,16,21,26,26,15,20.667,17.833,5.219,0
2024-09-01,96,1,9,25,23,22,13,15,21.0,19.167,5.323,0
2023-03-01,62,1,3,11,16,17,27,14,19.667,19.25,4.093,0
2025-09-01,1,1,9,20,22,30,24,13,24.0,22.167,5.149,0
2024-01-01,98,1,1,30,27,13,18,16,18.0,17.75,4.267,1
2025-10-01,13,1,10,22,15,19,24,20,19.5,17.583,4.66,0
2024-06-01,71,1,6,28,18,18,16,21,19.167,19.417,2.575,1
2023-06-01,56,1,6,22,18,14,17,19,17.833,18.167,4.019,0
2025-04-01,102,2,4,11,8,7,14,4,8.5,7.25,3.519,0
2023-10-01,49,1,10,28,13,14,24,17,15.833,16.167,3.538,1
2023-08-01,13,1,8,15,24,20,15,17,16.333,18.167,4.152,0
2024-06-01,101,2,6,11,3,8,5,4,6.0,6.167,1.697,1
2023-01-01,43,1,1,22,11,14,18,16,17.833,18.25,4.731,0
2025-03-01,9,1,3,16,18,17,24,21,18.0,18.083,5.351,0
2024-01-01,131,5,1,13,7,4,5,5,6.0,5.667,1.67,1
2024-03-01,35,1,3,30,21,20,16,22,18.833,18.833,3.157,1
2025-02-01,75,1,2,22,13,18,14,13,15.167,15.167,2.125,1
2023-10-01,157,9,10,13,8,6,6,3,6.0,5.083,1.676,1
2024-08-01,128,5,8,7,5,4,6,8,6.5,7.083,3.288,0
2025-04-01,9,1,4,18,16,18,17,27,18.667,17.667,5.297,0
2025-07-01,85,1,7,15,16,18,18,22,18.833,19.75,3.864,0
2024-07-01,115,3,7,2,8,2,9,9,6.833,7.083,2.875,0
2024-09-01,37,1,9,18,17,20,22,17,18.833,19.333,2.535,0
2024-06-01,117,4,6,6,9,11,7,7,8.5,8.0,2.558,0
2025-01-01,161,9,1,9,3,3,11,4,5.5,6.333,3.312,0
2024-04-01,1,1,4,16,19,15,14,18,15.333,17.25,2.927,0
2025-11-01,79,1,11,22,19,14,21,15,18.5,17.75,3.223,0
2024-09-01,16,1,9,17,17,16,13,16,17.667,17.417,2.999,0
2025-01-01,86,1,1,21,11,14,22,21,16.0,16.75,3.251,0
2023-05-01,93,1,5,30,20,25,13,17,19.167,18.083,4.379,1
2024-10-01,15,1,10,25,21,15,16,21,16.333,16.917,3.232,1
2025-10-01,5,1,10,13,23,23,23,20,22.5,20.083,4.981,0
2024-06-01,107,2,6,11,10,6,6,4,6.833,6.083,2.151,1
2024-09-01,136,6,9,5,6,5,6,12,6.0,7.5,2.541,0
2025-06-01,121,4,6,6,4,9,5,5,6.5,6.417,2.065,0
2023-10-01,97,1,10,27,11,16,15,17,15.0,17.417,4.188,1
2023-01-01,99,1,1,14,24,22,13,17,18.5,18.417,4.621,0
2025-12-01,73,1,12,22,12,16,16,20,12.833,16.417,5.265,0
2024-04-01,99,1,4,27,15,17,19,18,16.167,15.667,2.57,1
2025-02-01,16,1,2,17,21,20,15,16,19.333,18.417,3.777,0
2024-12-01,73,1,12,20,9,18,16,13,15.333,16.25,4.093,0
2023-07-01,126,5,7,6,4,3,4,7,4.833,6.083,1.975,0
2024-12-01,160,9,12,12,7,9,9,6,8.0,6.75,3.388,0
2023-01-01,38,1,1,29,26,16,21,21,21.167,17.833,5.132,1
2025-06-01,84,1,6,21,18,27,18,18,18.833,19.75,5.083,0
2024-01-01,45,1,1,20,18,22,25,17,17.167,17.25,4.224,0
2023-06-01,109,3,6,10,2,7,9,7,8.0,7.417,2.999,0
2024-06-01,125,5,6,12,8,3,6,7,5.833,6.333,2.103,1
2024-01-01,116,3,1,11,5,6,4,5,5.333,5.833,2.443,1
2023-12-01,92,1,12,27,18,17,14,11,16.833,17.917,4.033,1
2025-03-01,75,1,3,29,22,13,18,12,16.0,15.917,2.778,1
2023-02-01,79,1,2,12,23,16,13,18,18.667,19.167,3.973,0
2025-11-01,38,1,11,12,20,10,20,14,14.5,15.25,4.202,0
2025-09-01,72,1,9,22,21,21,24,21,19.833,18.5,4.834,0
2024-01-01,103,2,1,13,7,6,5,4,4.833,5.583,3.088,1
2025-08-01,21,1,8,26,9,21,21,19,15.5,16.417,3.502,1
2025-02-01,55,1,2,17,17,19,16,18,17.5,17.833,2.167,0
2024-05-01,60,1,5,25,15,18,15,14,15.667,15.333,3.025,1
2025-12-01,109,3,12,12,4,7,8,6,6.5,7.25,2.701,0
2024-05-01,42,1,5,15,12,18,17,14,16.5,17.25,4.975,0
2023-08-01,7,1,8,18,27,24,20,19,22.0,21.5,3.398,0
2025-02-01,156,8,2,6,9,8,10,4,8.833,7.75,2.633,0
2023-04-01,161,9,4,9,4,12,7,7,9.167,8.333,2.674,0
2025-02-01,34,1,2,13,7,22,22,19,19.5,18.917,5.6,0
2025-06-01,54,1,6,19,18,26,25,14,22.167,19.417,4.738,0
2023-12-01,12,1,12,28,22,14,18,19,18.0,17.333,2.57,1
2024-01-01,19,1,1,18,20,17,20,19,17.833,18.5,4.232,0
2024-12-01,128,5,12,5,10,7,4,4,6.167,6.75,2.927,0
2025-05-01,63,1,5,23,18,17,17,19,19.333,19.083,3.528,0
2025-10-01,164,9,10,10,8,6,5,10,7.0,6.5,2.153,0
2023-03-01,138,6,3,11,11,5,10,3,8.5,6.75,2.633,0
2023-10-01,66,1,10,18,16,23,14,11,18.167,17.0,3.542,0
2024-03-01,53,1,3,14,21,21,18,23,17.0,18.917,4.602,0
2025-09-01,23,1,9,20,21,18,18,17,17.5,17.25,3.621,0
2023-08-01,161,9,8,8,9,8,5,5,7.833,8.5,2.747,0
2024-12-01,152,8,12,7,10,15,5,7,8.0,6.667,3.143,0
2025-09-01,137,6,9,12,2,6,7,8,5.667,6.5,2.431,1
2023-11-01,99,1,11,14,17,14,16,22,15.0,17.5,4.123,0
2023-05-01,124,4,5,12,6,6,7,8,6.333,6.75,1.485,1
2023-08-01,103,2,8,3,5,11,4,9,6.5,6.583,3.147,0
2024-10-01,150,8,10,7,7,14,8,8,8.833,7.917,3.204,0
2024-02-01,61,1,2,23,20,17,19,17,18.333,18.833,2.167,0
2024-01-01,100,1,1,24,15,10,14,19,15.333,16.167,2.887,1
2025-11-01,9,1,11,30,13,16,24,16,17.167,17.667,3.985,1
2025-09-01,13,1,9,15,19,24,20,18,20.667,17.833,4.589,0
2025-10-01,92,1,10,23,17,26,10,19,18.333,18.667,3.75,0
2025-07-01,102,2,7,4,9,5,11,11,9.0,7.667,3.601,0
2023-03-01,33,1,3,19,24,22,14,24,18.0,20.0,4.513,0
2024-07-01,26,1,7,17,16,20,19,12,18.5,19.667,4.519,0
2024-08-01,30,1,8,29,16,18,18,30,18.167,18.75,4.309,1
2023-08-01,143,7,8,11,9,2,7,7,5.833,6.0,2.216,1
2024-10-01,123,4,10,9,10,8,11,11,8.167,8.083,2.575,0
2024-02-01,145,7,2,14,8,5,8,2,7.667,7.417,2.503,1
2023-02-01,63,1,2,23,21,18,17,12,19.5,20.0,3.79,0
2025-01-01,99,1,1,14,12,18,19,19,18.667,18.833,3.904,0
2023-01-01,12,1,1,15,19,15,13,14,19.5,18.083,4.641,0
2024-09-01,79,1,9,14,12,18,20,19,17.0,16.833,3.099,0
2024-11-01,39,1,11,15,17,23,18,15,19.667,18.583,3.343,0
2024-07-01,93,1,7,19,16,24,22,16,17.833,19.75,5.294,0
2025-12-01,149,8,12,6,12,4,4,11,7.5,7.833,2.758,0
