ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestSurrenderDate,ArrestType
2509,3232,2677,2025-03-21,Arrest
2510,4036,6051,2026-01-31,Arrest
2511,807,377,2024-05-15,Arrest
2512,4339,1870,2024-02-07,Arrest
2513,1092,3530,2025-03-06,Arrest
2514,780,2777,2022-03-30,Surrender
2515,4951,7608,2022-01-31,Arrest
2516,2269,1659,2025-05-24,Arrest
2517,2603,756,2022-08-23,Arrest
2518,4557,5171,2024-12-22,Surrender
2519,4249,4976,2023-05-23,Arrest
2520,3360,8304,2026-02-26,Arrest
2521,621,291,2023-10-10,Surrender
2522,290,6735,2023-03-11,Arrest
2523,2838,3980,2022-05-27,Arrest
2524,4424,2119,2026-06-05,Surrender
2525,2740,7683,2023-10-04,Surrender
2526,3901,5295,2023-05-28,Arrest
2527,2053,502,2024-10-18,Arrest
2528,10,2615,2024-03-29,Arrest
2529,1710,4752,2024-06-07,Arrest
2530,4128,3910,2025-01-12,Arrest
2531,1257,1540,2023-07-29,Arrest
2532,213,4662,2025-04-29,Arrest
2533,3783,1212,2023-04-23,Arrest
2534,737,7106,2025-12-30,Arrest
2535,3652,673,2026-03-23,Arrest
2536,1223,6037,2022-12-20,Surrender
2537,2379,4869,2023-08-09,Arrest
2538,2538,4484,2024-03-23,Arrest
2539,4247,2587,2026-03-22,Arrest
2540,2659,4849,2024-11-23,Arrest
2541,3954,7180,2024-02-25,Arrest
2542,2553,1465,2024-03-04,Arrest
2543,4179,6437,2025-11-13,Arrest
2544,2036,7218,2025-11-11,Arrest
2545,4800,1193,2022-03-27,Arrest
2546,3407,2665,2026-05-02,Arrest
2547,380,2265,2025-11-14,Arrest
2548,1916,422,2022-11-30,Arrest
2549,1060,506,2025-05-13,Arrest
2550,859,6797,2026-01-06,Surrender
2551,2919,1583,2022-12-07,Arrest
2552,1060,507,2025-06-15,Surrender
2553,1439,2406,2026-05-14,Arrest
2554,3823,7375,2024-03-08,Arrest
2555,1885,7034,2023-12-04,Arrest
2556,4832,622,2023-07-26,Surrender
2557,714,2127,2022-03-11,Arrest
2558,3815,3735,2026-02-12,Arrest
2559,293,7540,2022-06-25,Arrest
2560,3187,3350,2022-02-16,Arrest
2561,2382,3203,2024-02-05,Arrest
2562,2350,8215,2026-02-25,Surrender
2563,320,348,2022-06-07,Arrest
2564,478,8129,2023-03-13,Arrest
2565,1765,5362,2026-06-14,Arrest
2566,3496,7388,2024-11-16,Arrest
2567,3310,8479,2022-05-04,Arrest
2568,4744,7101,2025-06-27,Arrest
2569,3369,8419,2023-10-13,Arrest
2570,4494,313,2022-09-30,Arrest
2571,637,4465,2025-08-06,Arrest
2572,3856,747,2022-12-04,Surrender
2573,1441,7854,2024-06-26,Arrest
2574,3465,2477,2022-12-14,Arrest
2575,2704,2025,2025-05-03,Surrender
2576,4305,4660,2023-06-29,Surrender
2577,1262,2571,2024-07-12,Arrest
2578,3405,6817,2024-03-24,Surrender
2579,4459,6172,2023-11-03,Arrest
2580,1543,6685,2022-10-06,Arrest
2581,1824,5092,2025-10-12,Arrest
2582,4162,4072,2022-11-23,Arrest
2583,1499,5013,2026-06-30,Arrest
2584,1983,260,2026-06-30,Arrest
2585,2181,2164,2025-10-17,Arrest
2586,3560,7801,2022-05-10,Arrest
2587,2138,381,2024-09-06,Surrender
2588,4735,4620,2025-07-16,Arrest
2589,1565,3363,2025-10-12,Arrest
2590,3183,1913,2023-09-22,Arrest
2591,3481,2923,2022-07-12,Arrest
2592,3041,600,2024-09-17,Surrender
2593,1373,46,2022-09-26,Arrest
2594,4566,1445,2023-01-01,Arrest
2595,1589,1653,2023-05-20,Arrest
2596,3541,7441,2024-03-04,Arrest
2597,1800,1894,2023-03-25,Arrest
2598,928,3835,2023-02-18,Arrest
2599,1439,2407,2026-05-20,Arrest
2600,4332,8236,2024-09-17,Surrender
2601,1482,8517,2022-03-06,Arrest
2602,205,6080,2024-12-02,Arrest
2603,2702,1967,2025-02-15,Surrender
2604,2690,2861,2025-01-29,Surrender
2605,4253,5408,2025-09-02,Arrest
2606,502,3488,2023-04-17,Surrender
2607,1948,4126,2026-04-12,Surrender
2608,4032,1601,2023-06-27,Arrest
2609,4050,5655,2026-04-15,Arrest
2610,1601,4004,2026-01-03,Surrender
2611,3112,6861,2023-09-13,Arrest
2612,301,6649,2023-10-29,Surrender
2613,4451,4307,2022-03-04,Arrest
2614,1072,6351,2023-01-26,Arrest
2615,4463,427,2026-03-23,Arrest
2616,821,411,2023-02-17,Arrest
2617,961,7696,2025-11-29,Surrender
2618,4661,6785,2025-08-23,Arrest
2619,107,3754,2022-04-03,Arrest
2620,1284,3724,2023-05-11,Arrest
2621,288,4595,2023-12-09,Arrest
2622,1553,7116,2024-11-30,Surrender
2623,538,7517,2026-06-30,Arrest
2624,3175,211,2025-09-19,Arrest
2625,952,2488,2025-03-16,Arrest
2626,2241,6639,2025-12-10,Arrest
2627,1498,3334,2025-08-19,Arrest
2628,3147,5493,2024-05-18,Arrest
2629,2238,6635,2022-12-15,Arrest
2630,4137,1050,2023-05-10,Surrender
2631,1354,4130,2023-11-06,Arrest
2632,4491,7656,2025-04-14,Surrender
2633,1962,4314,2023-12-27,Arrest
2634,2479,6766,2023-08-09,Arrest
2635,2112,1973,2025-04-04,Arrest
2636,4881,4099,2022-08-11,Arrest
2637,2084,2100,2022-11-01,Arrest
2638,4990,1500,2026-04-27,Arrest
2639,1050,1110,2024-10-29,Surrender
2640,1236,2652,2025-08-25,Arrest
2641,4016,3942,2023-10-30,Surrender
2642,4433,653,2024-05-10,Arrest
2643,3610,4408,2023-12-13,Arrest
2644,2864,7816,2023-01-14,Arrest
2645,660,1796,2026-03-18,Surrender
2646,1472,1703,2023-07-15,Arrest
2647,2674,6267,2024-06-20,Arrest
2648,2636,5289,2023-11-06,Arrest
2649,1940,5042,2024-05-30,Arrest
2650,4990,1499,2026-05-17,Arrest
2651,1293,3122,2024-07-24,Arrest
2652,152,6757,2025-01-19,Arrest
2653,4530,2179,2022-09-11,Arrest
2654,1379,3792,2024-09-06,Arrest
2655,2995,7330,2024-04-19,Arrest
2656,3743,4658,2026-01-13,Arrest
2657,1528,3285,2023-07-14,Arrest
2658,2293,706,2024-03-27,Arrest
2659,1420,1873,2025-03-28,Arrest
2660,3168,3291,2026-04-26,Arrest
2661,2159,4966,2024-06-24,Arrest
2662,236,4105,2022-04-18,Arrest
2663,1105,4012,2024-07-09,Arrest
2664,4139,8142,2025-08-23,Arrest
2665,1467,7905,2025-01-12,Arrest
2666,3876,4032,2023-10-23,Arrest
2667,2237,5614,2022-06-30,Arrest
2668,833,5717,2023-02-13,Arrest
2669,3731,6410,2023-04-11,Surrender
2670,708,566,2023-03-16,Arrest
2671,2837,7302,2023-09-03,Surrender
2672,4164,3048,2024-07-21,Surrender
2673,1289,5272,2023-09-16,Surrender
2674,3169,641,2024-09-01,Arrest
2675,1299,3296,2024-09-03,Arrest
2676,3155,3214,2022-10-15,Arrest
2677,4531,4536,2025-01-14,Arrest
2678,979,6088,2026-03-09,Surrender
2679,1015,1965,2022-11-13,Arrest
2680,70,6390,2022-12-01,Surrender
2681,1963,3860,2023-01-22,Arrest
2682,4392,326,2024-09-18,Surrender
2683,1426,5946,2024-03-02,Surrender
2684,2721,2339,2022-03-08,Surrender
2685,2855,3013,2026-06-19,Arrest
2686,3090,4517,2025-04-21,Arrest
2687,4675,8512,2022-05-23,Arrest
2688,3796,2238,2024-10-23,Arrest
2689,1873,8232,2026-04-20,Surrender
2690,2678,4333,2022-06-01,Arrest
2691,2134,5453,2025-01-23,Arrest
2692,4874,8427,2022-12-21,Arrest
2693,397,6318,2025-08-14,Arrest
2694,4161,8290,2024-03-01,Arrest
2695,2363,865,2023-05-18,Surrender
2696,1648,6176,2023-05-19,Surrender
2697,3907,7792,2022-08-06,Arrest
2698,3713,3992,2026-02-15,Arrest
2699,3195,6578,2022-10-17,Arrest
2700,682,4372,2025-04-17,Arrest
2701,3671,372,2025-06-30,Arrest
2702,30,6200,2024-05-22,Surrender
2703,1549,4340,2025-05-22,Arrest
2704,1810,3133,2026-04-13,Arrest
2705,1039,2543,2023-02-24,Arrest
2706,3502,8102,2025-06-23,Arrest
2707,1598,4468,2023-11-16,Arrest
2708,3497,6523,2026-06-30,Arrest
2709,3023,5166,2023-10-15,Arrest
2710,3888,8531,2024-12-17,Arrest
2711,1434,5744,2024-07-13,Arrest
2712,3334,1361,2026-04-08,Surrender
2713,1037,912,2023-07-28,Arrest
2714,3317,4011,2024-06-20,Arrest
2715,2519,3146,2022-05-27,Arrest
2716,4145,8267,2025-10-03,Arrest
2717,1190,5974,2023-10-31,Arrest
2718,2909,2964,2023-05-27,Arrest
2719,4066,3458,2022-12-28,Surrender
2720,2319,965,2023-04-05,Arrest
2721,1422,1424,2025-10-29,Arrest
2722,865,123,2026-03-01,Arrest
2723,1848,480,2026-04-04,Arrest
2724,3568,663,2022-11-17,Arrest
2725,4336,2803,2024-06-05,Arrest
2726,2688,4596,2025-03-29,Arrest
2727,3846,6154,2024-07-27,Arrest
2728,1486,6006,2024-09-12,Arrest
2729,2357,2795,2022-06-05,Arrest
2730,3200,440,2022-09-27,Arrest
2731,2915,1380,2022-05-27,Arrest
2732,3071,3800,2024-04-26,Arrest
2733,3133,4181,2022-11-03,Arrest
2734,4566,1444,2022-10-13,Arrest
2735,4970,5046,2025-10-22,Arrest
2736,3838,3667,2023-12-08,Surrender
2737,3205,1478,2025-08-06,Surrender
2738,1922,7758,2022-11-16,Arrest
2739,1813,1174,2025-08-05,Arrest
2740,2830,7153,2022-09-11,Arrest
2741,1990,4078,2025-01-07,Arrest
2742,2467,3107,2024-12-07,Surrender
2743,4358,3205,2023-10-06,Arrest
2744,4930,4828,2025-07-07,Arrest
2745,1990,4077,2025-03-01,Arrest
2746,2964,2670,2022-09-07,Arrest
2747,2353,280,2022-11-03,Arrest
2748,476,3378,2022-08-19,Arrest
2749,3550,5107,2024-05-02,Arrest
2750,3655,7871,2025-02-26,Arrest
2751,4955,2572,2022-06-17,Arrest
2752,144,5326,2026-04-13,Arrest
2753,2039,1102,2026-06-02,Surrender
2754,1919,569,2022-06-16,Arrest
2755,868,1695,2024-03-29,Arrest
2756,318,8537,2025-12-27,Surrender
2757,2320,3335,2024-06-28,Arrest
2758,4007,3359,2024-05-26,Surrender
2759,3322,7230,2024-07-10,Surrender
2760,549,2817,2025-02-14,Arrest
2761,2955,578,2026-01-09,Arrest
2762,3812,60,2024-02-16,Arrest
2763,3834,788,2025-09-15,Arrest
2764,698,3783,2026-02-19,Arrest
2765,3245,6865,2023-05-15,Arrest
2766,2562,3140,2022-03-28,Arrest
2767,1980,8077,2026-06-09,Arrest
2768,2805,8252,2023-08-05,Arrest
2769,1007,5287,2024-06-10,Arrest
2770,64,5467,2025-02-26,Arrest
2771,4723,6603,2023-08-15,Arrest
2772,1152,3132,2023-12-31,Arrest
2773,1280,6162,2025-05-20,Surrender
2774,4887,3302,2026-03-23,Surrender
2775,4854,336,2022-07-15,Arrest
2776,2125,6742,2025-03-07,Arrest
2777,271,4355,2025-05-11,Arrest
2778,1530,8641,2024-07-25,Surrender
2779,1577,8430,2024-12-13,Arrest
2780,3914,185,2024-07-26,Arrest
2781,929,5256,2025-11-29,Surrender
2782,2086,3366,2023-12-24,Surrender
2783,4005,421,2024-11-03,Arrest
2784,3650,2351,2023-08-15,Arrest
2785,2041,554,2025-08-25,Surrender
2786,282,1398,2024-02-13,Arrest
2787,1610,1385,2026-02-04,Surrender
2788,2672,8182,2025-04-21,Arrest
2789,1384,3606,2025-11-01,Surrender
2790,2947,1761,2025-09-04,Arrest
2791,1857,8634,2023-08-03,Arrest
2792,503,298,2024-07-10,Arrest
2793,729,444,2023-05-26,Arrest
2794,4952,778,2024-02-17,Arrest
2795,3742,1120,2023-12-07,Arrest
2796,2914,8552,2025-02-21,Surrender
2797,4607,6286,2024-02-18,Arrest
2798,2544,7865,2024-07-05,Arrest
2799,2022,1922,2024-06-15,Arrest
2800,874,656,2025-12-09,Arrest
2801,3681,2230,2025-09-12,Arrest
2802,973,2538,2023-08-04,Arrest
2803,3804,2909,2023-01-30,Arrest
2804,2259,6374,2024-04-22,Arrest
2805,3191,2541,2025-08-14,Surrender
2806,4513,3461,2024-10-23,Arrest
2807,2934,8654,2025-11-08,Arrest
2808,2630,2458,2022-06-13,Surrender
2809,3045,2579,2022-08-24,Arrest
2810,1199,7133,2022-04-03,Arrest
2811,110,3051,2023-08-03,Arrest
2812,4670,7374,2023-09-26,Arrest
2813,1083,2759,2025-11-03,Arrest
2814,1438,6189,2025-03-07,Arrest
2815,3197,4711,2025-03-11,Arrest
2816,1903,559,2023-05-14,Arrest
2817,3048,7747,2026-03-31,Arrest
2818,2937,1372,2024-09-18,Arrest
2819,4695,8408,2026-03-12,Arrest
2820,4928,908,2025-03-11,Arrest
2821,1606,6034,2023-06-06,Arrest
2822,4519,1434,2024-09-29,Surrender
2823,1245,7706,2023-07-02,Arrest
2824,4377,5662,2024-11-24,Arrest
2825,3129,7515,2024-09-02,Arrest
2826,1994,6868,2025-05-25,Arrest
2827,209,5759,2022-11-30,Arrest
2828,474,927,2022-10-19,Arrest
2829,947,4664,2025-10-20,Arrest
2830,3296,2471,2023-05-13,Arrest
2831,1283,16,2026-02-20,Arrest
2832,1757,144,2022-09-29,Arrest
2833,4536,8145,2023-07-09,Surrender
2834,1787,2364,2022-03-28,Surrender
2835,4738,4953,2023-10-27,Surrender
2836,2080,6571,2025-10-29,Arrest
2837,1702,1162,2023-03-06,Arrest
2838,294,4443,2024-02-10,Arrest
2839,1993,3806,2026-01-20,Arrest
2840,1586,4252,2025-09-17,Arrest
2841,4596,8391,2023-10-27,Surrender
2842,1256,5318,2025-11-08,Surrender
2843,3971,5667,2022-07-25,Arrest
2844,2835,1363,2023-04-11,Arrest
2845,3699,3160,2024-11-14,Arrest
2846,2191,1213,2025-09-20,Surrender
2847,2929,1877,2024-07-24,Surrender
2848,828,3108,2025-11-16,Surrender
2849,2099,3167,2022-04-14,Arrest
2850,1601,4003,2025-12-23,Arrest
2851,2906,7158,2023-08-22,Arrest
2852,3494,4657,2026-01-05,Arrest
2853,124,4044,2025-03-07,Arrest
2854,249,1171,2022-04-13,Arrest
2855,2679,580,2022-04-14,Arrest
2856,3718,2183,2025-07-25,Surrender
2857,2994,4683,2023-07-08,Arrest
2858,3081,5801,2025-06-27,Arrest
2859,4053,8474,2026-06-10,Surrender
2860,2635,1834,2022-04-18,Arrest
2861,422,6326,2025-09-29,Arrest
2862,622,4920,2023-11-03,Arrest
2863,3945,1860,2025-09-23,Surrender
2864,387,3310,2023-10-20,Surrender
2865,3235,7732,2023-02-21,Arrest
2866,2154,2686,2022-05-10,Arrest
2867,1491,4833,2025-10-14,Arrest
2868,1819,5191,2024-07-05,Arrest
2869,3311,4265,2023-11-14,Arrest
2870,3774,388,2022-06-07,Arrest
2871,48,6045,2024-10-22,Arrest
2872,2892,1033,2026-04-26,Arrest
2873,1426,5945,2024-02-05,Arrest
2874,952,2489,2025-05-04,Arrest
2875,23,7931,2023-10-08,Surrender
2876,2846,2630,2025-08-07,Arrest
2877,715,6591,2026-06-07,Surrender
2878,2451,6441,2023-05-11,Arrest
2879,3406,3012,2022-05-10,Arrest
2880,4493,932,2023-04-08,Arrest
2881,2537,3435,2024-09-14,Arrest
2882,2515,692,2023-03-14,Arrest
2883,3960,5622,2022-08-11,Arrest
2884,1800,1892,2023-05-06,Arrest
2885,36,2269,2023-06-29,Arrest
2886,441,8325,2023-04-23,Arrest
2887,1430,8714,2022-05-04,Arrest
2888,1232,8311,2024-11-05,Arrest
2889,1248,7316,2025-11-13,Surrender
2890,1864,4792,2025-05-08,Arrest
2891,3394,7780,2024-10-14,Arrest
2892,1373,45,2022-12-14,Arrest
2893,4584,8620,2023-06-10,Arrest
2894,2492,7738,2024-02-18,Arrest
2895,3295,8118,2022-03-16,Arrest
2896,2273,1188,2022-04-28,Arrest
2897,3711,7799,2022-04-04,Arrest
2898,4112,3972,2023-11-21,Arrest
2899,2798,3002,2025-03-06,Arrest
2900,3184,1684,2026-02-06,Arrest
2901,4763,6878,2025-05-12,Arrest
2902,1520,8110,2025-06-14,Surrender
2903,2925,6527,2022-05-23,Arrest
2904,4935,64,2023-01-21,Arrest
2905,1377,618,2024-05-03,Arrest
2906,4902,8072,2024-03-08,Arrest
2907,3074,7685,2023-03-14,Arrest
2908,2146,228,2024-11-15,Arrest
2909,2454,3998,2022-03-11,Arrest
2910,3316,8108,2025-09-23,Arrest
2911,852,7605,2023-08-27,Surrender
2912,1914,3183,2025-11-14,Arrest
2913,990,3705,2025-05-14,Arrest
2914,2309,970,2026-01-12,Arrest
2915,68,1806,2024-02-12,Surrender
2916,312,2448,2025-01-03,Arrest
2917,3115,5119,2023-03-23,Surrender
2918,3777,2949,2022-09-08,Arrest
2919,4958,8470,2024-11-29,Arrest
2920,4592,6549,2025-01-25,Arrest
2921,3528,6015,2024-08-17,Arrest
2922,2841,2852,2024-08-11,Arrest
2923,1465,3542,2024-05-26,Surrender
2924,313,3778,2025-03-08,Arrest
2925,3945,1861,2025-12-17,Arrest
2926,213,4661,2025-02-10,Arrest
2927,1408,5911,2024-03-10,Surrender
2928,4119,8273,2024-10-17,Arrest
2929,21,6252,2026-03-03,Arrest
2930,4980,253,2022-08-12,Arrest
2931,3006,6803,2022-06-10,Arrest
2932,2975,5979,2024-04-01,Arrest
2933,1128,1790,2023-04-29,Surrender
2934,4182,7250,2025-06-02,Arrest
2935,2809,2060,2023-04-19,Arrest
2936,4694,8245,2024-01-28,Arrest
2937,1478,5984,2025-10-01,Surrender
2938,695,5499,2024-05-27,Surrender
2939,224,1903,2024-09-01,Arrest
2940,4006,2751,2023-03-20,Arrest
2941,4424,2120,2026-03-13,Arrest
2942,3006,6801,2022-08-01,Arrest
2943,740,4230,2024-01-30,Surrender
2944,3250,3523,2025-08-06,Arrest
2945,759,2690,2022-10-19,Arrest
2946,2358,3881,2025-03-29,Arrest
2947,4544,8624,2025-01-11,Surrender
2948,673,5255,2025-03-20,Arrest
2949,2178,76,2023-11-17,Arrest
2950,2429,2346,2023-05-27,Arrest
2951,2380,2352,2023-03-15,Arrest
2952,1017,6935,2023-11-12,Arrest
2953,3249,431,2024-10-21,Arrest
2954,2594,5991,2026-05-31,Surrender
2955,2865,4554,2022-04-17,Surrender
2956,1446,5488,2023-03-26,Arrest
2957,489,5113,2023-09-06,Arrest
2958,4423,8184,2023-06-17,Surrender
2959,1196,4561,2024-09-30,Arrest
2960,4591,3099,2023-08-25,Arrest
2961,3454,6160,2026-03-16,Arrest
2962,123,6273,2024-08-02,Arrest
2963,2855,3015,2026-06-30,Arrest
2964,2960,5787,2025-06-21,Arrest
2965,331,241,2024-02-27,Surrender
2966,2510,784,2026-06-30,Arrest
2967,3085,1355,2022-06-05,Surrender
2968,3837,4324,2023-07-20,Surrender
2969,4082,978,2026-01-31,Arrest
2970,1560,810,2024-08-31,Arrest
2971,1566,2169,2022-04-19,Arrest
2972,3862,6783,2022-09-11,Arrest
2973,786,4499,2026-06-30,Arrest
2974,2253,1600,2025-07-26,Arrest
2975,119,2942,2024-05-23,Arrest
2976,1062,3144,2022-08-16,Surrender
2977,1020,3246,2025-06-18,Arrest
2978,586,8254,2024-03-22,Arrest
2979,4905,685,2025-06-27,Arrest
2980,1215,5769,2023-08-24,Surrender
2981,1349,1621,2026-06-30,Arrest
2982,4847,3708,2022-07-10,Arrest
2983,4373,1483,2023-07-14,Arrest
2984,353,2147,2024-11-20,Surrender
2985,4226,1802,2024-10-30,Arrest
2986,4889,2096,2026-06-30,Surrender
2987,877,4605,2025-03-16,Arrest
2988,4876,1358,2024-12-15,Surrender
2989,2588,6094,2024-12-30,Arrest
2990,740,4231,2024-03-10,Arrest
2991,1018,3795,2026-03-29,Arrest
2992,3679,3791,2023-10-19,Arrest
2993,426,3211,2026-04-05,Arrest
2994,4414,5591,2026-04-22,Arrest
2995,160,3423,2025-01-15,Arrest
2996,2893,4133,2023-07-05,Surrender
2997,217,3981,2022-06-15,Arrest
2998,2373,495,2024-01-21,Arrest
2999,711,5651,2026-04-07,Surrender
3000,2587,8024,2026-02-21,Arrest
3001,1196,4562,2024-09-25,Arrest
3002,2916,2329,2022-09-24,Arrest
3003,2292,30,2025-01-20,Surrender
3004,2003,5392,2024-05-04,Arrest
3005,3457,8719,2025-07-05,Arrest
3006,2647,8546,2023-09-22,Surrender
3007,4268,1093,2023-11-16,Arrest
3008,2164,125,2025-01-26,Arrest
3009,4455,4878,2024-09-11,Arrest
3010,2385,6731,2024-11-11,Arrest
3011,4647,3974,2025-01-12,Arrest
3012,665,7752,2024-09-24,Arrest
3013,2221,2299,2023-07-25,Arrest
3014,2152,8148,2024-02-08,Arrest
3015,3897,1554,2026-05-28,Arrest
3016,2531,8545,2025-09-25,Arrest
3017,3290,599,2026-06-27,Arrest
3018,3935,2124,2023-07-30,Arrest
3019,4636,1417,2025-07-11,Arrest
3020,3943,8080,2026-02-22,Arrest
3021,29,5931,2024-02-24,Arrest
3022,291,4763,2026-04-01,Arrest
3023,2707,5640,2022-01-27,Arrest
3024,2717,7622,2026-02-01,Surrender
3025,709,4457,2024-12-09,Arrest
3026,950,2198,2026-04-26,Surrender
3027,797,5022,2024-09-24,Arrest
3028,4878,5200,2025-08-01,Surrender
3029,3053,726,2024-12-04,Arrest
3030,4891,3406,2024-06-02,Surrender
3031,2567,7234,2024-06-06,Arrest
3032,1560,809,2024-09-22,Arrest
3033,1432,3455,2023-02-22,Arrest
3034,285,6311,2025-04-17,Arrest
3035,452,959,2023-02-19,Arrest
3036,3762,7770,2025-11-20,Arrest
3037,4750,6395,2023-08-19,Arrest
3038,1560,811,2024-08-16,Arrest
3039,4402,835,2025-05-06,Surrender
3040,4039,3594,2025-05-22,Arrest
3041,4938,2424,2024-02-26,Surrender
3042,671,5539,2025-08-21,Arrest
3043,1510,3650,2024-02-01,Arrest
3044,3199,1236,2025-07-09,Arrest
3045,803,1226,2025-12-01,Arrest
3046,4135,7568,2025-07-13,Arrest
3047,3893,6058,2023-01-31,Surrender
3048,4170,3956,2024-04-03,Arrest
3049,4323,6941,2026-05-30,Arrest
3050,4732,4503,2025-10-30,Arrest
3051,829,5644,2023-11-16,Surrender
3052,699,5461,2022-10-28,Arrest
3053,1794,7582,2023-09-23,Arrest
3054,1302,2967,2024-02-06,Arrest
3055,2651,5031,2025-08-12,Arrest
3056,1659,7852,2024-06-02,Arrest
3057,2269,1658,2025-06-26,Arrest
3058,610,7841,2023-07-01,Arrest
3059,900,7823,2026-06-13,Arrest
3060,3981,453,2024-10-22,Arrest
3061,1969,6068,2024-11-01,Arrest
3062,922,5383,2023-03-03,Arrest
3063,1785,3083,2024-08-22,Arrest
3064,333,2620,2022-11-13,Arrest
3065,1916,423,2022-12-07,Arrest
3066,1881,4587,2022-06-20,Arrest
3067,3144,1221,2023-01-21,Arrest
3068,2744,2930,2023-12-12,Arrest
3069,4240,5215,2025-07-21,Surrender
3070,2081,4422,2022-10-09,Arrest
3071,2061,2846,2022-10-10,Arrest
3072,4075,3024,2024-04-10,Surrender
3073,1575,8400,2024-11-20,Arrest
3074,863,1002,2025-09-16,Arrest
3075,3433,103,2023-01-23,Arrest
3076,3866,2419,2026-06-02,Arrest
3077,634,6839,2022-10-15,Arrest
3078,63,5762,2025-04-10,Arrest
3079,4378,6386,2026-06-30,Arrest
3080,2421,1581,2022-07-09,Surrender
3081,3823,7377,2024-03-13,Arrest
3082,4371,2207,2024-06-17,Arrest
3083,120,171,2024-12-03,Surrender
3084,1051,6815,2022-06-20,Arrest
3085,2347,136,2026-01-20,Arrest
3086,2808,758,2023-01-30,Arrest
3087,4578,7215,2023-01-31,Arrest
3088,1418,1311,2024-03-29,Arrest
3089,2021,1218,2022-07-31,Arrest
3090,471,2285,2022-03-05,Arrest
3091,4074,8626,2025-01-08,Arrest
3092,3196,2906,2025-05-19,Arrest
3093,3749,4399,2025-10-19,Surrender
3094,2596,5283,2025-10-16,Arrest
3095,1693,5279,2022-04-12,Surrender
3096,4766,1936,2023-12-11,Arrest
3097,3248,6116,2025-04-13,Arrest
3098,258,8597,2024-01-20,Arrest
3099,1265,3581,2023-03-25,Arrest
3100,850,808,2022-08-18,Surrender
3101,845,2046,2025-12-01,Surrender
3102,60,3729,2023-11-23,Arrest
3103,3966,463,2023-04-27,Arrest
3104,2890,2928,2022-05-13,Arrest
3105,403,1957,2026-01-11,Arrest
3106,312,2446,2025-02-28,Arrest
3107,2355,6323,2026-01-26,Arrest
3108,2977,4439,2026-04-22,Arrest
3109,2411,800,2024-01-26,Arrest
3110,3786,2403,2023-02-24,Arrest
3111,4104,4349,2024-01-02,Arrest
3112,1507,1074,2026-06-14,Surrender
3113,1066,4175,2024-02-23,Arrest
3114,1757,145,2022-09-12,Surrender
3115,3463,7260,2025-05-22,Arrest
3116,3176,1341,2022-06-09,Arrest
3117,1754,3640,2024-08-07,Arrest
3118,3257,6707,2026-03-28,Arrest
3119,4999,2092,2023-04-09,Surrender
3120,1792,8673,2023-06-21,Arrest
3121,3550,5108,2024-04-26,Arrest
3122,2992,3913,2025-02-07,Arrest
3123,4242,5156,2025-09-13,Arrest
3124,3051,5483,2022-08-17,Surrender
3125,2085,4766,2024-02-12,Arrest
3126,1667,3127,2026-01-03,Arrest
3127,1867,8340,2024-07-22,Surrender
3128,4347,1004,2024-11-07,Surrender
3129,1587,4116,2025-09-09,Arrest
3130,1567,5500,2022-04-04,Arrest
3131,4385,6381,2023-11-03,Arrest
3132,1357,8037,2026-02-06,Arrest
3133,732,556,2022-08-16,Arrest
3134,1511,3616,2023-05-17,Surrender
3135,1066,4177,2024-01-07,Arrest
3136,9,7751,2024-10-09,Arrest
3137,4758,1486,2022-07-18,Arrest
3138,2870,8222,2025-08-12,Arrest
3139,1238,1273,2026-02-16,Arrest
3140,3072,4491,2022-04-17,Arrest
3141,3735,1412,2026-06-14,Arrest
3142,164,8119,2026-04-26,Surrender
3143,954,754,2024-07-20,Arrest
3144,1623,1472,2025-11-24,Arrest
3145,4975,7087,2025-06-23,Arrest
3146,4965,7201,2023-11-21,Arrest
3147,4384,3400,2024-06-22,Arrest
3148,4390,6770,2023-09-01,Arrest
3149,2007,3077,2024-06-22,Surrender
3150,4924,5366,2024-07-31,Arrest
3151,1139,6066,2026-06-30,Surrender
3152,2290,6788,2024-04-08,Arrest
3153,1591,5588,2022-06-05,Arrest
3154,2540,982,2022-11-05,Arrest
3155,251,7809,2024-07-28,Arrest
3156,1650,4609,2026-05-15,Surrender
3157,3472,2723,2023-04-03,Arrest
3158,3040,8123,2024-08-14,Surrender
3159,4071,1269,2024-11-08,Arrest
3160,3544,2463,2025-03-30,Arrest
3161,4616,4152,2025-08-11,Arrest
3162,3473,269,2023-10-21,Arrest
3163,1682,655,2026-05-13,Arrest
3164,1599,8065,2025-08-26,Surrender
3165,2523,5227,2023-08-17,Surrender
3166,4514,3721,2022-08-25,Arrest
3167,3617,5653,2026-06-30,Arrest
3168,785,2822,2023-09-03,Surrender
3169,3249,429,2024-12-06,Arrest
3170,933,590,2022-04-22,Arrest
3171,2457,496,2022-03-02,Arrest
3172,2786,3574,2023-06-22,Arrest
3173,2166,6638,2023-10-04,Arrest
3174,576,7661,2023-12-31,Arrest
3175,393,4857,2022-09-21,Surrender
3176,2848,7323,2024-09-25,Arrest
3177,4435,5929,2022-10-18,Surrender
3178,4908,529,2025-08-06,Arrest
3179,606,1809,2022-04-13,Surrender
3180,2681,4881,2025-09-06,Arrest
3181,1398,7920,2026-04-14,Arrest
3182,2538,4483,2024-02-03,Arrest
3183,295,2029,2026-04-22,Arrest
