"gravity_level","days_since_latest","station_case_volume","crime_type_volume","accused_count","repeat_accused_count","arrest_count","arrest_rate_percent","risk_class_id"
"2","1543","1013","8901","1","1","0","0","0"
"3","1618","949","7161","1","0","1","100","0"
"3","1166","975","7115","1","1","1","100","1"
"4","27","956","5816","1","1","0","0","2"
"3","985","1002","7042","2","1","2","100","1"
"2","936","1002","8965","1","0","1","100","0"
"5","1607","996","5051","1","0","0","0","2"
"2","185","1007","8901","2","1","1","50","0"
"2","1561","1009","8901","1","1","1","100","0"
"3","1491","995","7187","3","1","1","33","1"
"2","719","997","8790","2","1","1","50","0"
"5","126","971","5062","2","2","0","0","2"
"4","722","992","5816","2","1","2","100","1"
"2","1439","960","8965","2","2","2","100","0"
"2","1377","967","8790","1","0","1","100","0"
"4","1104","995","5932","1","0","0","0","1"
"3","188","956","7018","3","1","3","100","1"
"2","658","986","8965","1","1","1","100","0"
"3","621","1016","7187","2","1","2","100","1"
"4","713","1001","5932","1","1","1","100","1"
"3","1442","1085","7187","2","0","1","50","1"
"5","926","985","5051","1","0","1","100","2"
"3","384","992","7018","3","0","2","67","0"
"3","508","975","7161","2","2","2","100","1"
"2","33","990","8790","1","0","1","100","0"
"4","1058","1048","5932","1","0","0","0","1"
"4","983","971","5916","2","1","0","0","2"
"5","1458","965","4897","3","2","2","67","2"
"5","1021","1048","5147","2","0","1","50","2"
"3","1400","999","7187","3","3","3","100","2"
"2","479","965","8965","3","2","2","67","1"
"3","639","987","7115","2","1","2","100","1"
"4","934","971","5916","2","1","1","50","1"
"4","1440","1085","5816","2","1","1","50","2"
"5","1455","1009","5147","1","0","1","100","2"
"4","172","1009","5816","3","1","2","67","2"
"3","1381","1070","7115","3","3","2","67","2"
"3","799","1009","7161","4","3","4","100","2"
"3","1633","951","7018","1","0","1","100","0"
"3","886","985","7161","1","1","1","100","0"
"3","694","996","7115","1","0","1","100","0"
"4","299","1040","5932","1","0","1","100","1"
"5","616","989","5062","1","0","1","100","2"
"2","1312","940","8790","1","1","1","100","0"
"4","1601","1002","5932","2","2","2","100","2"
"2","1568","1047","8901","1","1","1","100","0"
"4","26","1043","5932","2","1","2","100","2"
"4","1448","965","5932","1","1","1","100","1"
"3","388","985","7042","1","0","1","100","0"
"5","608","1020","5051","2","1","0","0","2"
"4","619","941","5932","2","1","2","100","1"
"3","393","1023","7018","2","0","1","50","1"
"2","105","1043","8790","2","1","2","100","0"
"5","1502","1034","5147","1","0","0","0","2"
"3","1228","1008","7042","2","1","2","100","1"
"3","1153","1037","7187","1","0","1","100","0"
"3","1291","1095","7042","2","0","2","100","0"
"3","199","1070","7042","1","0","1","100","1"
"4","1275","1010","5932","2","1","2","100","2"
"3","870","1002","7187","4","3","4","100","2"
"3","104","1013","7161","1","1","1","100","1"
"3","845","972","7187","2","0","2","100","0"
"2","1059","999","8790","1","0","0","0","0"
"5","1380","1013","4897","2","1","1","50","2"
"3","751","948","7161","1","1","1","100","0"
"5","743","949","4897","4","1","4","100","2"
"5","382","943","5051","1","0","1","100","2"
"5","111","1037","4897","1","0","1","100","2"
"5","1441","951","5051","1","1","0","0","2"
"2","338","989","8790","1","1","0","0","0"
"2","682","951","8965","1","0","1","100","0"
"4","655","988","5916","1","1","0","0","2"
"5","1561","956","5147","1","0","1","100","2"
"5","194","994","5051","1","1","1","100","2"
"3","68","972","7018","1","1","1","100","1"
"5","218","1004","5062","2","0","2","100","2"
"4","818","1016","5932","2","1","1","50","2"
"5","885","1019","5051","3","0","3","100","2"
"2","1135","996","8790","1","1","1","100","0"
"3","223","1035","7018","1","0","1","100","1"
"3","649","1004","7018","3","1","2","67","1"
"3","709","938","7161","2","2","2","100","1"
"2","1144","1024","8965","2","1","2","100","0"
"4","1509","986","5916","1","0","1","100","1"
"2","717","986","8901","1","1","1","100","0"
"3","1345","1027","7161","3","2","2","67","2"
"5","254","1059","5147","1","0","0","0","2"
"2","1293","1023","8965","1","1","0","0","0"
"3","1216","994","7187","1","1","1","100","0"
"3","1013","988","7042","1","1","1","100","1"
"4","192","1002","5932","2","1","2","100","2"
"5","430","971","5147","1","0","1","100","2"
"3","189","1013","7187","4","3","2","50","2"
"3","1126","1042","7161","4","3","2","50","2"
"2","64","1019","8965","1","0","1","100","0"
"4","835","997","5932","1","1","1","100","1"
"2","656","1037","8901","2","2","2","100","1"
"3","680","972","7115","2","1","1","50","1"
"3","769","990","7042","1","0","1","100","0"
"3","776","992","7018","1","1","0","0","1"
"3","36","1042","7018","2","1","2","100","1"
"3","467","941","7187","1","1","1","100","1"
"2","174","956","8965","3","2","3","100","1"
"5","113","1000","5062","2","0","2","100","2"
"3","144","997","7018","2","1","2","100","1"
"3","1369","994","7161","1","1","1","100","0"
"3","140","992","7042","3","1","2","67","1"
"5","563","985","4897","1","0","1","100","1"
"2","1218","1048","8790","1","1","1","100","0"
"2","256","990","8965","2","1","1","50","0"
"3","1095","995","7187","2","1","0","0","1"
"3","1231","1002","7115","1","0","1","100","0"
"3","1272","1059","7161","1","1","0","0","1"
"4","185","1013","5816","4","2","2","50","2"
"4","455","956","5932","1","0","0","0","1"
"3","1544","1001","7187","1","0","1","100","0"
"4","1587","992","5932","2","1","2","100","1"
"3","799","960","7187","1","0","1","100","0"
"2","893","991","8901","1","1","1","100","0"
"2","222","1002","8965","3","2","3","100","1"
"4","526","938","5932","3","2","1","33","2"
"2","1623","986","8965","2","0","1","50","0"
"3","1617","1010","7115","1","1","1","100","1"
"5","615","981","5062","1","1","1","100","2"
"2","225","1059","8965","2","1","0","0","1"
"2","405","1008","8965","1","1","0","0","0"
"3","282","983","7161","2","0","1","50","1"
"3","988","1035","7018","1","1","1","100","1"
"3","1460","1042","7187","1","0","1","100","0"
"5","1443","949","5051","2","1","1","50","2"
"3","1381","968","7018","2","2","2","100","1"
"4","175","997","5916","2","1","1","50","2"
"4","882","1037","5932","3","3","2","67","2"
"2","1145","964","8965","2","1","2","100","0"
"4","1266","986","5932","2","2","1","50","2"
"2","822","956","8901","1","0","0","0","0"
"3","1315","1005","7115","2","1","2","100","1"
"2","1187","1042","8790","2","2","1","50","0"
"3","686","943","7115","2","1","2","100","1"
"3","711","1017","7115","1","0","1","100","0"
"4","1208","980","5916","3","2","3","100","2"
"2","632","1017","8965","4","3","2","50","1"
"3","471","1023","7187","1","1","0","0","1"
"5","321","1010","4897","2","2","2","100","2"
"3","1182","1008","7187","1","0","1","100","0"
"2","334","935","8790","3","1","1","33","0"
"4","481","965","5932","1","1","1","100","1"
"5","939","985","5051","1","1","1","100","2"
"5","1115","985","5147","3","1","2","67","2"
"2","1515","992","8901","1","0","1","100","0"
"4","1085","989","5816","1","0","0","0","1"
"5","558","982","5051","2","2","1","50","2"
"4","580","978","5932","3","1","3","100","2"
"5","1100","1005","4897","1","0","0","0","2"
"2","739","1008","8901","1","1","0","0","0"
"4","520","994","5916","1","0","1","100","1"
"2","428","1017","8790","1","0","1","100","0"
"2","528","990","8965","2","2","1","50","1"
"3","973","941","7187","1","1","0","0","1"
"2","151","1095","8901","4","2","2","50","1"
"4","1470","956","5932","1","0","1","100","1"
"5","1272","969","5062","1","0","0","0","2"
"3","1638","1085","7018","3","1","3","100","1"
"2","301","1002","8790","1","0","0","0","0"
"3","1203","1002","7115","2","1","1","50","1"
"5","32","1059","5062","2","1","1","50","2"
"3","1091","1007","7018","3","1","2","67","1"
"5","953","976","5062","1","0","0","0","2"
"5","620","992","5147","2","1","2","100","2"
"2","1243","948","8790","1","1","1","100","0"
"3","1226","1059","7161","3","1","3","100","1"
"4","411","1097","5816","1","0","0","0","2"
"3","63","1016","7187","1","0","1","100","1"
"3","1429","1027","7018","1","0","1","100","0"
"2","1423","1000","8965","2","2","1","50","1"
"3","864","964","7115","2","0","1","50","0"
"2","938","971","8965","2","0","0","0","0"
"2","1609","975","8965","3","2","3","100","0"
"4","546","1027","5916","1","1","1","100","2"
"3","1508","986","7187","1","1","1","100","0"
"3","413","1043","7042","1","1","1","100","1"
"2","1586","1007","8901","2","1","0","0","0"
"5","485","989","4897","1","0","1","100","2"
"2","1604","1034","8901","4","3","2","50","1"
"5","359","997","5147","1","1","1","100","2"
"3","1225","1001","7018","2","1","0","0","1"
"5","1624","1032","4897","1","0","0","0","2"
"2","1626","968","8965","2","1","1","50","0"
"5","728","1059","5147","1","0","1","100","2"
"3","1138","964","7018","4","3","2","50","2"
"4","1377","968","5816","1","1","1","100","1"
"4","1243","1007","5916","2","2","1","50","2"
"2","624","1002","8901","3","2","1","33","1"
"5","1633","1019","5051","4","1","2","50","2"
"5","445","1024","5051","4","3","4","100","2"
"5","1286","969","4897","1","0","1","100","2"
"5","182","1016","5051","1","0","1","100","2"
"4","227","1040","5916","3","2","1","33","2"
"2","924","935","8901","2","1","1","50","0"
"4","879","941","5816","1","1","0","0","2"
"2","1361","969","8790","3","2","2","67","0"
"3","446","951","7042","1","1","1","100","0"
"4","417","1016","5916","1","0","1","100","1"
"2","575","1008","8965","1","0","0","0","0"
"4","1161","1023","5932","2","2","1","50","2"
"3","1197","981","7018","3","3","2","67","2"
"5","578","986","4897","2","2","1","50","2"
"2","304","995","8901","3","0","2","67","0"
"5","745","1027","5062","3","2","2","67","2"
"2","779","1048","8901","2","1","2","100","0"
"3","1584","1005","7161","1","1","1","100","0"
"3","1","994","7018","1","1","1","100","1"
"3","968","949","7042","1","1","1","100","0"
"3","1622","1004","7018","1","1","1","100","0"
"2","1596","974","8965","1","0","0","0","0"
"4","120","1067","5816","1","1","0","0","2"
"4","1225","1009","5816","1","0","1","100","1"
"2","35","987","8965","1","1","1","100","0"
"2","1354","1097","8901","2","1","1","50","0"
"2","460","1016","8901","1","1","1","100","0"
"4","1304","988","5932","4","1","2","50","2"
"2","214","1013","8790","4","2","3","75","1"
"2","350","986","8965","1","1","0","0","0"
"2","372","1095","8901","4","2","3","75","1"
"3","927","988","7161","1","1","1","100","0"
"5","1517","967","5051","3","3","2","67","2"
"2","1290","995","8901","1","0","0","0","0"
"2","659","1095","8901","2","1","2","100","1"
"5","694","995","5062","1","0","0","0","2"
"4","1446","1035","5932","1","0","0","0","1"
"3","1503","1037","7018","1","0","1","100","0"
"4","462","999","5916","1","1","1","100","2"
"5","1604","995","4897","1","1","1","100","2"
"2","1550","1000","8790","2","0","1","50","0"
"2","512","951","8901","4","2","4","100","1"
"2","425","986","8965","1","1","1","100","0"
"3","786","986","7018","2","2","1","50","1"
"4","924","972","5932","1","1","0","0","1"
"5","1626","1009","5051","2","1","1","50","2"
"4","786","1020","5816","1","0","1","100","1"
"5","686","964","4897","1","0","1","100","2"
"5","266","981","5147","4","2","1","25","2"
"3","231","1027","7042","3","1","2","67","1"
"3","816","997","7187","2","2","1","50","1"
"3","1100","1024","7042","4","1","4","100","1"
"5","777","1009","5147","2","1","0","0","2"
"3","1446","1030","7187","2","1","2","100","1"
"2","878","1027","8790","2","1","1","50","0"
"2","644","956","8901","4","3","2","50","1"
"3","562","1032","7018","1","1","1","100","1"
"3","1268","984","7187","1","1","1","100","0"
"3","1540","996","7115","1","0","1","100","0"
"5","59","1067","5147","3","1","2","67","2"
"3","352","991","7161","1","1","0","0","1"
"4","318","1019","5916","1","0","1","100","1"
"4","887","985","5932","2","2","2","100","2"
"4","885","1037","5932","1","1","0","0","2"
"4","781","974","5932","2","1","1","50","2"
"3","570","1017","7018","2","2","2","100","1"
"3","969","1017","7187","1","1","1","100","1"
"2","246","1009","8965","2","1","2","100","0"
"4","89","1037","5916","2","1","2","100","2"
"2","1092","1048","8965","1","0","1","100","0"
"4","808","972","5916","3","2","3","100","2"
"2","585","938","8965","1","1","1","100","0"
"4","28","949","5932","3","2","2","67","2"
"3","1005","949","7161","2","1","2","100","1"
"3","513","938","7161","1","1","1","100","1"
"4","964","994","5916","1","1","1","100","1"
"2","1066","1008","8965","1","0","0","0","0"
"3","115","983","7042","2","2","2","100","1"
"5","1343","995","4897","2","2","1","50","2"
"5","712","1059","5051","2","0","1","50","2"
"5","288","972","5062","2","2","1","50","2"
"2","25","1040","8965","1","0","0","0","0"
"3","130","964","7042","1","0","1","100","0"
"3","916","1085","7161","2","0","2","100","1"
"3","468","991","7115","3","0","3","100","1"
"3","577","1016","7187","3","3","3","100","2"
"3","659","1024","7115","3","0","1","33","1"
"5","1165","1008","5147","2","0","2","100","2"
"2","293","985","8790","2","0","2","100","0"
"5","962","994","4897","1","0","0","0","2"
"3","1471","985","7042","2","2","1","50","1"
"3","1063","1019","7018","2","0","2","100","1"
"3","1384","960","7187","2","1","1","50","1"
"2","570","985","8965","2","0","1","50","0"
"3","365","948","7018","2","0","2","100","0"
"3","712","990","7187","1","0","0","0","0"
"3","195","964","7018","1","1","1","100","0"
"3","663","975","7018","1","1","1","100","0"
"4","1176","978","5932","3","1","3","100","1"
"2","668","992","8965","1","1","1","100","0"
"3","901","1001","7187","1","1","0","0","1"
"4","1129","1067","5932","2","0","2","100","1"
"3","1623","1000","7018","1","0","1","100","0"
"5","1271","995","5147","2","2","1","50","2"
"4","661","938","5932","1","1","1","100","1"
"5","54","1008","5147","3","1","3","100","2"
"4","1259","1009","5916","1","0","1","100","1"
"5","1420","1002","4897","1","1","0","0","2"
"2","1264","991","8901","1","0","1","100","0"
"3","715","948","7018","1","0","1","100","0"
"3","736","982","7018","1","1","1","100","0"
"3","1579","1008","7115","1","1","1","100","1"
"3","981","994","7161","2","1","1","50","1"
"2","136","935","8965","1","0","1","100","0"
"3","1431","992","7042","3","1","3","100","1"
"4","706","1010","5916","4","0","4","100","2"
"2","896","982","8790","1","0","1","100","0"
"5","1298","974","5062","3","3","2","67","2"
"5","135","981","5051","1","0","1","100","2"
"4","723","1008","5816","1","1","1","100","1"
"5","866","975","4897","4","2","2","50","2"
"3","679","1020","7187","2","2","2","100","2"
"5","648","992","5062","1","0","1","100","2"
"5","30","986","5062","1","0","0","0","2"
"4","1256","1040","5932","1","0","1","100","1"
"4","1303","1059","5916","1","0","0","0","2"
"3","1486","1007","7115","3","2","2","67","1"
"3","268","940","7042","1","0","0","0","0"
"3","1190","956","7018","2","0","2","100","0"
"3","850","1017","7187","1","1","1","100","1"
"4","392","1023","5932","2","0","0","0","2"
"3","4","967","7115","1","0","0","0","0"
"5","856","982","5051","1","1","0","0","2"
"3","351","1008","7115","1","0","1","100","0"
"2","1","984","8790","3","3","3","100","1"
"5","1570","1013","5062","1","0","0","0","2"
"2","1615","940","8965","3","2","3","100","0"
"5","1124","1000","5062","1","1","1","100","2"
"3","346","1019","7018","4","1","2","50","2"
"2","1010","1000","8790","1","1","1","100","0"
"4","619","1017","5932","1","1","0","0","2"
"5","1327","969","5147","1","0","0","0","2"
"2","1612","1037","8790","1","1","1","100","0"
"5","80","994","5062","2","0","2","100","2"
"3","689","965","7018","1","0","1","100","0"
"3","1014","1035","7115","1","0","1","100","0"
"5","539","969","5147","2","1","2","100","2"
"2","338","985","8790","1","0","1","100","0"
"2","1412","1095","8790","2","1","2","100","0"
"2","244","1010","8901","1","1","1","100","0"
"4","1605","951","5816","1","0","1","100","1"
"3","216","1005","7042","1","0","1","100","0"
"4","1227","975","5932","1","1","1","100","1"
"2","75","938","8965","1","1","0","0","0"
"4","1012","1043","5916","2","0","2","100","1"
"3","1258","1070","7187","1","0","1","100","0"
"2","1389","943","8790","2","1","2","100","0"
"2","1379","994","8901","2","1","2","100","0"
"4","615","985","5816","1","0","0","0","1"
"2","200","995","8965","3","0","2","67","0"
"3","790","989","7187","1","0","0","0","0"
"3","861","990","7018","1","0","1","100","0"
"2","634","1016","8901","1","0","0","0","0"
"4","1174","1047","5816","1","1","1","100","2"
"3","715","1002","7042","1","0","1","100","0"
"2","1204","1009","8901","1","0","0","0","0"
"2","135","1027","8965","3","0","3","100","0"
"2","507","1067","8965","1","0","1","100","0"
"2","402","990","8965","1","0","1","100","0"
"3","955","999","7018","1","1","1","100","0"
"5","447","1019","5062","1","1","0","0","2"
"4","438","985","5816","3","1","1","33","2"
"2","1418","968","8790","1","1","0","0","0"
"5","743","987","4897","2","1","1","50","2"
"4","1614","1005","5816","4","4","3","75","2"
"3","856","1034","7042","1","0","1","100","1"
"5","554","1095","5062","1","1","1","100","2"
"3","1487","943","7187","1","0","1","100","0"
"5","848","992","5062","2","1","2","100","2"
"3","114","943","7018","2","1","0","0","1"
"3","1364","994","7187","2","1","1","50","1"
"3","1140","1030","7042","2","1","2","100","1"
"3","893","991","7018","2","1","2","100","1"
"2","679","1017","8901","1","1","1","100","0"
"5","409","986","5147","1","0","1","100","2"
"2","516","985","8965","1","1","1","100","0"
"3","1510","985","7161","2","0","2","100","0"
"3","1214","968","7018","3","1","3","100","1"
"3","1222","948","7018","2","1","1","50","1"
"2","983","985","8901","1","1","1","100","0"
"3","486","1020","7187","2","1","1","50","1"
"3","895","985","7115","2","2","1","50","1"
"3","754","951","7042","1","1","1","100","1"
"3","1530","938","7018","3","1","2","67","1"
"2","438","968","8790","1","1","0","0","0"
"4","940","960","5916","1","1","1","100","1"
"3","975","1097","7187","1","1","1","100","1"
"3","1125","949","7187","3","1","2","67","1"
"2","1106","968","8965","1","1","1","100","0"
"5","932","1023","4897","1","0","1","100","2"
"3","1430","988","7187","1","0","1","100","0"
"5","1598","972","4897","1","0","0","0","2"
"5","406","1013","5051","3","2","2","67","2"
"3","750","980","7115","3","2","3","100","1"
"2","629","1002","8790","1","1","1","100","0"
"2","1604","1059","8790","1","1","1","100","0"
"2","1548","992","8901","1","0","1","100","0"
"5","101","1059","5062","1","0","1","100","2"
"3","292","985","7115","2","1","2","100","1"
"4","333","1027","5816","2","2","0","0","2"
"2","1468","956","8790","2","1","0","0","0"
"4","1628","986","5932","1","0","1","100","1"
"3","1126","981","7042","2","0","1","50","0"
"3","410","980","7161","1","0","1","100","0"
"3","1178","941","7042","2","1","2","100","1"
"3","228","986","7161","1","1","1","100","0"
"3","1593","972","7018","1","0","1","100","0"
"2","18","1023","8965","2","2","2","100","1"
"3","1624","1023","7115","2","1","2","100","1"
"3","23","1035","7018","1","1","1","100","1"
"5","706","991","5051","2","1","2","100","2"
"3","909","974","7115","2","0","1","50","0"
"2","50","1016","8790","3","0","2","67","0"
"5","1200","956","4897","4","1","3","75","2"
"3","611","974","7161","2","1","2","100","1"
"2","71","980","8901","1","1","0","0","0"
"3","1527","1002","7042","2","1","1","50","1"
"2","509","1002","8965","2","2","1","50","1"
"3","940","1009","7042","1","0","1","100","0"
"3","122","972","7115","1","1","0","0","1"
"2","101","1023","8790","4","1","3","75","1"
"5","805","1004","5062","2","1","1","50","2"
"2","1156","995","8901","4","3","3","75","1"
"3","468","995","7115","2","0","1","50","1"
"2","684","1005","8790","4","1","3","75","1"
"2","320","985","8901","2","0","1","50","0"
"4","532","975","5816","3","1","1","33","2"
"2","471","1095","8965","2","0","2","100","0"
"3","568","1009","7018","2","0","1","50","0"
"5","232","1016","5062","2","1","2","100","2"
"5","898","999","5147","1","0","0","0","2"
"3","1551","983","7042","4","4","2","50","2"
"3","195","1000","7187","4","1","4","100","2"
"2","783","1034","8965","2","2","2","100","0"
"2","385","1047","8965","2","1","1","50","0"
"3","805","995","7042","1","1","0","0","1"
"4","1","1020","5932","2","1","1","50","2"
"5","464","980","4897","1","0","0","0","2"
"5","1311","1023","5062","1","1","1","100","2"
"3","271","986","7115","1","0","1","100","0"
"3","378","987","7187","1","1","1","100","1"
"5","1551","965","4897","1","1","1","100","2"
"5","447","943","5051","1","1","1","100","2"
"3","556","938","7161","1","1","1","100","0"
"5","976","982","5062","2","2","1","50","2"
"3","1486","1004","7187","1","1","1","100","1"
"2","1413","991","8790","1","1","1","100","0"
"3","210","989","7042","3","1","1","33","1"
"2","1325","1067","8790","1","1","0","0","0"
"4","821","996","5932","2","0","1","50","2"
"5","1543","1034","5147","1","1","1","100","2"
"5","584","1085","4897","3","1","0","0","2"
"2","625","981","8901","3","1","2","67","0"
"4","1095","1023","5816","1","0","0","0","1"
"2","865","1023","8965","2","0","1","50","0"
"4","420","997","5932","2","1","1","50","2"
"2","455","941","8901","1","0","1","100","0"
"2","1436","1008","8901","1","1","1","100","0"
"3","334","1032","7018","4","4","3","75","2"
"3","201","956","7115","4","3","2","50","2"
"3","1047","1001","7161","3","2","2","67","1"
"5","542","1020","5147","4","2","2","50","2"
"3","1251","1020","7042","2","1","2","100","1"
"2","248","1024","8965","2","1","2","100","1"
"3","707","1043","7187","1","1","0","0","1"
"2","1034","971","8790","1","0","1","100","0"
"2","1444","973","8965","2","0","1","50","0"
"2","1250","1095","8790","2","0","0","0","0"
"4","676","969","5932","2","0","1","50","1"
"4","1569","992","5816","2","1","0","0","2"
"4","1158","1016","5916","2","2","2","100","2"
"3","206","1023","7187","2","2","2","100","2"
"4","1338","938","5916","2","1","2","100","1"
"3","1320","1059","7018","2","1","2","100","1"
"5","804","969","5062","3","2","3","100","2"
"2","193","997","8965","2","0","1","50","0"
"3","1172","1010","7018","4","1","3","75","1"
"5","1102","969","5062","1","1","1","100","2"
"3","1400","978","7115","1","0","1","100","0"
"4","50","990","5932","1","1","0","0","2"
"5","687","991","5062","2","0","1","50","2"
"4","1254","1019","5916","4","4","2","50","2"
"3","901","985","7042","3","2","3","100","2"
"2","1348","1095","8790","1","1","1","100","0"
"3","505","983","7115","1","0","1","100","0"
"2","12","972","8901","2","0","1","50","0"
"5","385","985","5062","2","2","2","100","2"
"2","530","1009","8901","2","0","0","0","0"
"5","1403","1020","4897","1","0","0","0","2"
"3","544","1001","7187","1","0","1","100","0"
"2","758","1002","8965","2","1","2","100","0"
"5","730","1009","5051","2","2","2","100","2"
"3","1232","1016","7115","2","0","2","100","0"
"2","270","967","8901","1","0","1","100","0"
"5","813","968","5062","2","1","1","50","2"
"3","1258","1017","7042","1","0","0","0","0"
"5","1175","967","5062","1","0","1","100","1"
"2","574","1034","8901","2","1","1","50","0"
"2","1272","1007","8965","1","1","1","100","0"
"3","1509","943","7161","2","1","1","50","1"
"4","1363","1043","5816","2","0","0","0","2"
"2","383","1002","8965","2","1","2","100","0"
"3","1538","994","7161","1","1","1","100","1"
"2","1521","1020","8965","2","1","2","100","0"
"2","181","1047","8901","1","0","1","100","0"
"5","1024","981","4897","1","1","1","100","2"
"2","124","999","8901","1","1","1","100","0"
"4","1421","1000","5916","2","0","2","100","1"
"3","797","1048","7042","1","0","1","100","0"
"4","486","960","5932","1","1","0","0","2"
"4","1455","1004","5916","2","2","1","50","2"
"5","802","996","5062","1","1","1","100","2"
"2","577","969","8901","1","0","1","100","0"
"3","1488","975","7115","2","1","2","100","1"
"3","452","985","7018","1","0","1","100","0"
"4","415","990","5916","1","1","1","100","1"
"3","748","989","7187","3","3","2","67","2"
"4","418","951","5916","2","0","2","100","1"
"3","1575","968","7042","2","0","1","50","0"
"4","1125","949","5816","1","1","1","100","1"
"4","783","985","5816","1","0","1","100","1"
"2","1597","994","8901","3","1","1","33","0"
"2","195","1000","8790","1","0","1","100","0"
"5","1415","1067","5147","2","2","2","100","2"
"3","1278","1010","7161","1","1","0","0","1"
"3","380","1000","7042","1","1","1","100","1"
"4","73","1005","5916","2","1","2","100","2"
"4","1599","949","5932","1","0","0","0","1"
"3","902","972","7187","1","1","0","0","0"
"5","138","1017","5147","1","1","1","100","2"
"5","1208","1042","5147","2","1","1","50","2"
"4","314","1008","5816","2","2","2","100","2"
"3","1633","965","7161","1","1","1","100","0"
"2","62","997","8965","1","1","0","0","0"
"2","1570","1043","8790","2","0","2","100","0"
"5","1518","941","4897","1","0","1","100","1"
"5","38","951","4897","3","1","1","33","2"
"2","778","1023","8965","1","1","1","100","0"
"5","1198","1023","5062","1","0","1","100","2"
"5","788","1070","5147","1","0","1","100","2"
"2","244","986","8790","1","0","1","100","0"
"2","394","1020","8790","1","0","1","100","0"
"4","1417","1035","5916","2","0","2","100","1"
"3","1425","943","7115","1","1","0","0","1"
"3","561","1008","7115","1","0","1","100","0"
"2","1550","941","8790","2","2","2","100","0"
"2","666","1002","8901","3","0","2","67","0"
"2","481","1059","8965","1","1","1","100","0"
"2","631","1095","8901","2","0","1","50","0"
"2","590","984","8790","4","1","4","100","1"
"3","1421","972","7018","1","0","1","100","0"
"3","397","1030","7018","2","1","2","100","1"
"4","699","956","5916","1","1","0","0","2"
"2","1206","972","8965","2","1","1","50","0"
"3","18","1067","7115","3","1","3","100","2"
"3","152","1010","7187","2","1","2","100","1"
"3","285","1000","7018","1","0","1","100","0"
"3","1044","965","7115","2","1","2","100","1"
"2","318","978","8901","3","0","2","67","0"
"4","1212","986","5816","2","1","1","50","2"
"2","1055","964","8790","2","1","2","100","0"
"2","187","978","8901","2","2","2","100","0"
"3","1497","995","7018","3","2","3","100","2"
"5","1067","988","5062","1","0","1","100","2"
"3","589","969","7187","2","2","1","50","1"
"3","798","996","7115","4","1","3","75","1"
"5","1328","1023","5062","1","0","1","100","2"
"3","467","1023","7115","3","1","2","67","1"
"5","987","1001","4897","1","0","1","100","2"
"3","1283","949","7018","1","0","1","100","0"
"2","1490","960","8901","2","1","1","50","0"
"5","101","1095","5051","1","0","1","100","2"
"3","323","967","7161","2","0","2","100","0"
"2","1161","1047","8790","1","0","0","0","0"
"3","226","990","7042","1","0","1","100","0"
"4","201","1000","5916","1","0","1","100","1"
"5","1546","1095","5147","3","1","1","33","2"
"4","971","999","5816","2","1","1","50","2"
"2","1354","1023","8965","4","1","3","75","1"
"3","1339","960","7161","2","0","1","50","0"
"3","903","1027","7018","1","1","0","0","1"
"3","1256","1095","7042","1","1","1","100","1"
"2","26","994","8901","3","2","2","67","1"
"4","21","1016","5932","4","1","3","75","2"
"4","1171","978","5932","2","1","2","100","1"
"3","982","1047","7161","1","1","1","100","1"
"3","891","949","7115","3","1","3","100","1"
"4","927","1013","5932","2","1","1","50","2"
"4","644","971","5816","1","0","1","100","1"
"2","1192","1001","8901","1","0","0","0","0"
"5","1340","981","5062","1","1","0","0","2"
"3","1532","1070","7018","1","1","1","100","1"
"3","1242","1016","7161","4","2","3","75","2"
"5","1313","938","5051","1","1","1","100","2"
"3","714","982","7018","2","1","2","100","1"
"5","316","1016","5062","1","0","1","100","2"
"4","1408","988","5816","2","1","1","50","2"
"5","500","1016","4897","1","1","1","100","2"
"3","676","986","7115","2","1","1","50","1"
"4","953","986","5932","3","2","3","100","2"
"4","1196","1032","5932","1","1","1","100","1"
"4","1282","1047","5816","2","1","2","100","2"
"5","536","1016","4897","3","2","3","100","2"
"4","1217","1070","5816","1","1","1","100","2"
"3","706","1005","7042","3","2","1","33","2"
"3","1145","1040","7018","1","0","1","100","0"
"2","653","1030","8965","2","2","2","100","1"
"3","866","1017","7115","1","0","1","100","0"
"3","1623","1085","7187","2","1","1","50","1"
"3","589","997","7042","2","1","2","100","0"
"3","1517","1009","7161","1","0","1","100","0"
"5","529","1008","5062","1","0","1","100","2"
"2","1396","1070","8901","3","1","3","100","1"
"4","1105","1013","5916","1","0","1","100","1"
"2","1209","1004","8965","3","0","2","67","0"
"5","834","951","5062","1","1","1","100","2"
"3","188","1023","7042","3","1","3","100","1"
"4","1592","956","5916","1","0","1","100","1"
"4","581","971","5916","1","1","1","100","1"
"5","1545","996","5147","1","0","1","100","2"
"3","417","1008","7115","2","1","2","100","1"
"4","651","972","5932","2","2","1","50","2"
"2","555","1005","8790","2","1","1","50","0"
"4","140","1009","5816","1","0","1","100","1"
"5","744","985","5051","2","1","2","100","2"
"3","1224","1024","7187","2","2","1","50","1"
"2","1486","973","8965","1","1","1","100","0"
"2","1352","1013","8965","1","1","1","100","0"
"2","795","1016","8965","4","4","1","25","2"
"5","628","1034","4897","1","1","0","0","2"
"4","1583","987","5816","1","0","1","100","1"
"3","422","1020","7115","2","1","1","50","1"
"3","104","960","7187","2","1","2","100","1"
"5","1017","992","5051","1","0","1","100","2"
